key,landmark(x;y;z),pose(x;y;z;r;p;y;cov[36]),velocity(u;v;w),bias(bu;bv;bw;br;bp;by)
x26,,83.584401;-0.341685;0.709041;-0.002180;-0.001646;0.014977;1.318972;0.008926;-0.056757;0.000010;-0.001654;0.000147;0.008926;1.653754;0.003302;0.001886;-0.000007;0.003535;-0.056757;0.003302;0.871184;0.000005;0.000016;0.000012;0.000010;0.001886;0.000005;0.000017;-0.000000;-0.000000;-0.001654;-0.000007;0.000016;-0.000000;0.000017;-0.000000;0.000147;0.003535;0.000012;-0.000000;-0.000000;0.000172,,
x27,,87.153199;-0.336407;0.724926;-0.002052;-0.001596;0.014393;1.370354;0.008944;-0.057496;0.000010;-0.001657;0.000144;0.008944;1.723342;0.003345;0.001896;-0.000006;0.003484;-0.057496;0.003345;0.929897;0.000005;0.000008;0.000012;0.000010;0.001896;0.000005;0.000018;-0.000000;-0.000000;-0.001657;-0.000006;0.000008;-0.000000;0.000017;-0.000000;0.000144;0.003484;0.000012;-0.000000;-0.000000;0.000171,,
x28,,90.715839;-0.323598;0.740127;-0.001841;-0.001653;0.019400;1.419157;0.010956;-0.058014;0.000011;-0.001655;0.000160;0.010956;1.789266;0.003628;0.001901;-0.000006;0.003422;-0.058014;0.003628;0.988827;0.000005;0.000000;0.000011;0.000011;0.001901;0.000005;0.000018;-0.000000;-0.000000;-0.001655;-0.000006;0.000000;-0.000000;0.000017;-0.000000;0.000160;0.003422;0.000011;-0.000000;-0.000000;0.000171,,
x29,,94.271647;-0.305757;0.754384;-0.001540;-0.001752;0.019770;1.465264;0.011295;-0.058342;0.000011;-0.001650;0.000159;0.011295;1.851705;0.003566;0.001902;-0.000004;0.003351;-0.058342;0.003566;1.047586;0.000005;-0.000007;0.000009;0.000011;0.001902;0.000005;0.000018;-0.000000;-0.000001;-0.001650;-0.000004;-0.000007;-0.000000;0.000018;-0.000000;0.000159;0.003351;0.000009;-0.000001;-0.000000;0.000170,,
x30,,97.920415;-0.282166;0.767126;-0.001350;-0.001827;0.020973;1.510066;0.011948;-0.058464;0.000011;-0.001641;0.000159;0.011948;1.912165;0.003632;0.001899;-0.000002;0.003274;-0.058464;0.003632;1.107363;0.000004;-0.000013;0.000009;0.000011;0.001899;0.000004;0.000018;-0.000000;-0.000001;-0.001641;-0.000002;-0.000013;-0.000000;0.000018;-0.000000;0.000159;0.003274;0.000009;-0.000001;-0.000000;0.000170,,
x31,,101.366090;-0.257141;0.778038;-0.001166;-0.001827;0.021067;1.550105;0.012129;-0.058400;0.000011;-0.001632;0.000155;0.012129;1.965981;0.003620;0.001893;-0.000001;0.003192;-0.058400;0.003620;1.162907;0.000004;-0.000019;0.000008;0.000011;0.001893;0.000004;0.000018;-0.000000;-0.000001;-0.001632;-0.000001;-0.000019;-0.000000;0.000018;-0.000000;0.000155;0.003192;0.000008;-0.000001;-0.000000;0.000171,,
x32,,104.904419;-0.229598;0.786890;-0.001049;-0.001803;0.029087;1.589279;0.015686;-0.058175;0.000013;-0.001621;0.000176;0.015686;2.017748;0.004101;0.001884;-0.000002;0.003105;-0.058175;0.004101;1.218576;0.000004;-0.000025;0.000007;0.000013;0.001884;0.000004;0.000018;-0.000000;-0.000001;-0.001621;-0.000002;-0.000025;-0.000000;0.000018;-0.000000;0.000176;0.003105;0.000007;-0.000001;-0.000000;0.000171,,
x33,,108.535128;-0.200089;0.794008;-0.000696;-0.001663;0.009343;1.626646;0.007157;-0.057899;0.000008;-0.001608;0.000112;0.007157;2.068183;0.002810;0.001873;0.000005;0.003021;-0.057899;0.002810;1.273730;0.000003;-0.000029;0.000006;0.000008;0.001873;0.000003;0.000018;0.000000;-0.000001;-0.001608;0.000005;-0.000029;0.000000;0.000018;-0.000000;0.000112;0.003021;0.000006;-0.000001;-0.000000;0.000172,,
x34,,111.965224;-0.172083;0.798124;-0.000584;-0.001504;0.012750;1.660525;0.008643;-0.057498;0.000008;-0.001596;0.000118;0.008643;2.112311;0.003005;0.001861;0.000004;0.002934;-0.057498;0.003005;1.323514;0.000003;-0.000033;0.000005;0.000008;0.001861;0.000003;0.000019;-0.000000;-0.000002;-0.001596;0.000004;-0.000033;-0.000000;0.000018;-0.000000;0.000118;0.002934;0.000005;-0.000002;-0.000000;0.000172,,
x35,,115.586319;-0.140931;0.801807;-0.000501;-0.001444;0.006758;1.694240;0.005847;-0.057097;0.000006;-0.001584;0.000098;0.005847;2.155952;0.002686;0.001849;0.000005;0.002852;-0.057097;0.002686;1.373098;0.000003;-0.000036;0.000004;0.000006;0.001849;0.000003;0.000019;0.000000;-0.000002;-0.001584;0.000005;-0.000036;0.000000;0.000018;-0.000000;0.000098;0.002852;0.000004;-0.000002;-0.000000;0.000173,,
x36,,119.008902;-0.110430;0.804705;-0.000350;-0.001490;0.006389;1.724467;0.005582;-0.056718;0.000005;-0.001574;0.000094;0.005582;2.194312;0.002616;0.001837;0.000006;0.002772;-0.056718;0.002616;1.416625;0.000003;-0.000039;0.000004;0.000005;0.001837;0.000003;0.000019;0.000000;-0.000002;-0.001574;0.000006;-0.000039;0.000000;0.000019;-0.000000;0.000094;0.002772;0.000004;-0.000002;-0.000000;0.000175,,
x37,,122.526544;-0.078654;0.807174;-0.000332;-0.001689;0.002232;1.753844;0.003509;-0.056378;0.000003;-0.001566;0.000079;0.003509;2.231052;0.002429;0.001827;0.000006;0.002699;-0.056378;0.002429;1.457461;0.000003;-0.000040;0.000003;0.000003;0.001827;0.000003;0.000019;0.000000;-0.000002;-0.001566;0.000006;-0.000040;0.000000;0.000019;-0.000000;0.000079;0.002699;0.000003;-0.000002;-0.000000;0.000176,,
x38,,126.138849;-0.046987;0.809267;-0.000250;-0.001726;0.005815;1.782443;0.005124;-0.055977;0.000003;-0.001559;0.000087;0.005124;2.265970;0.002604;0.001817;0.000005;0.002635;-0.055977;0.002604;1.494699;0.000003;-0.000041;0.000003;0.000003;0.001817;0.000003;0.000019;0.000000;-0.000002;-0.001559;0.000005;-0.000041;0.000000;0.000019;0.000000;0.000087;0.002635;0.000003;-0.000002;0.000000;0.000178,,
x39,,129.552690;-0.015706;0.810445;-0.000026;-0.001816;0.004745;1.807935;0.004505;-0.055653;0.000002;-0.001556;0.000082;0.004505;2.296574;0.002401;0.001811;0.000006;0.002579;-0.055653;0.002401;1.525038;0.000003;-0.000041;0.000002;0.000002;0.001811;0.000003;0.000019;0.000000;-0.000002;-0.001556;0.000006;-0.000041;0.000000;0.000019;0.000000;0.000082;0.002579;0.000002;-0.000002;0.000000;0.000180,,
x40,,133.158999;0.017307;0.809971;0.000049;-0.001846;0.010632;1.833402;0.007314;-0.055314;0.000003;-0.001556;0.000094;0.007314;2.326356;0.002673;0.001808;0.000004;0.002538;-0.055314;0.002673;1.551426;0.000003;-0.000040;0.000001;0.000003;0.001808;0.000003;0.000020;-0.000000;-0.000003;-0.001556;0.000004;-0.000040;-0.000000;0.000019;0.000000;0.000094;0.002538;0.000001;-0.000003;0.000000;0.000182,,
x41,,136.567416;0.048606;0.809805;0.000290;-0.001865;0.004987;1.855883;0.004439;-0.055064;0.000002;-0.001558;0.000078;0.004439;2.352389;0.002179;0.001808;0.000006;0.002508;-0.055064;0.002179;1.570566;0.000003;-0.000038;0.000000;0.000002;0.001808;0.000003;0.000020;-0.000000;-0.000003;-0.001558;0.000006;-0.000038;-0.000000;0.000019;0.000000;0.000078;0.002508;0.000000;-0.000003;0.000000;0.000184,,
x42,,140.070009;0.080842;0.810846;0.000460;-0.001812;0.002999;1.877560;0.003361;-0.054821;0.000001;-0.001564;0.000071;0.003361;2.376884;0.001918;0.001814;0.000006;0.002493;-0.054821;0.001918;1.583916;0.000003;-0.000036;-0.000000;0.000001;0.001814;0.000003;0.000020;-0.000000;-0.000003;-0.001564;0.000006;-0.000036;-0.000000;0.000020;0.000000;0.000071;0.002493;-0.000000;-0.000003;0.000000;0.000187,,
x43,,144.833065;0.118907;0.810404;0.000519;-0.001520;0.005867;1.904673;0.004712;-0.054471;0.000001;-0.001578;0.000076;0.004712;2.406690;0.001954;0.001829;0.000005;0.002546;-0.054471;0.001954;1.591062;0.000003;-0.000031;-0.000001;0.000001;0.001829;0.000003;0.000020;-0.000000;-0.000002;-0.001578;0.000005;-0.000031;-0.000000;0.000020;0.000000;0.000076;0.002546;-0.000001;-0.000002;0.000000;0.000190,,
x44,,149.495976;0.153205;0.808844;0.000605;-0.001193;0.007265;1.928459;0.005355;-0.054144;0.000002;-0.001599;0.000079;0.005355;2.432135;0.001847;0.001857;0.000005;0.002622;-0.054144;0.001847;1.585041;0.000002;-0.000024;-0.000002;0.000002;0.001857;0.000002;0.000020;-0.000000;-0.000002;-0.001599;0.000005;-0.000024;-0.000000;0.000020;0.000000;0.000079;0.002622;-0.000002;-0.000002;0.000000;0.000194,,
x45,,152.894110;0.176747;0.809006;0.000567;-0.000823;0.011290;1.944114;0.007357;-0.053836;0.000003;-0.001625;0.000090;0.007357;2.448345;0.001988;0.001889;0.000003;0.002661;-0.053836;0.001988;1.572173;0.000002;-0.000018;-0.000002;0.000003;0.001889;0.000002;0.000021;-0.000000;-0.000002;-0.001625;0.000003;-0.000018;-0.000000;0.000020;0.000000;0.000090;0.002661;-0.000002;-0.000002;0.000000;0.000198,,
x46,,157.655119;0.210524;0.805432;0.000567;-0.000100;0.006917;1.963382;0.005115;-0.053232;0.000002;-0.001679;0.000078;0.005115;2.467915;0.001580;0.001959;0.000004;0.002793;-0.053232;0.001580;1.541852;0.000002;-0.000008;-0.000002;0.000002;0.001959;0.000002;0.000021;-0.000000;-0.000001;-0.001679;0.000004;-0.000008;-0.000000;0.000021;0.000000;0.000078;0.002793;-0.000002;-0.000001;0.000000;0.000202,,
x47,,161.158029;0.234507;0.800438;0.000448;0.000292;0.011437;1.975565;0.007379;-0.052687;0.000003;-0.001740;0.000091;0.007379;2.479619;0.001779;0.002035;0.000002;0.002875;-0.052687;0.001779;1.510395;0.000003;0.000001;-0.000002;0.000003;0.002035;0.000003;0.000021;-0.000000;-0.000001;-0.001740;0.000002;0.000001;-0.000000;0.000021;0.000000;0.000091;0.002875;-0.000002;-0.000001;0.000000;0.000206,,
x48,,165.741559;0.264087;0.790764;0.000283;0.000768;0.013951;1.988330;0.008626;-0.051737;0.000005;-0.001853;0.000100;0.008626;2.491117;0.001850;0.002175;0.000001;0.003042;-0.051737;0.001850;1.457747;0.000003;0.000014;-0.000002;0.000005;0.002175;0.000003;0.000021;-0.000000;-0.000000;-0.001853;0.000001;0.000014;-0.000000;0.000021;0.000000;0.000100;0.003042;-0.000002;-0.000000;0.000000;0.000212,,
x49,,169.360544;0.286025;0.780932;0.000009;0.001201;0.013028;1.995245;0.008154;-0.050680;0.000005;-0.001976;0.000099;0.008154;2.496460;0.001899;0.002325;-0.000000;0.003168;-0.050680;0.001899;1.407350;0.000003;0.000025;-0.000001;0.000005;0.002325;0.000003;0.000022;-0.000000;0.000000;-0.001976;-0.000000;0.000025;-0.000000;0.000021;0.000000;0.000099;0.003168;-0.000001;0.000000;0.000000;0.000216,,
x50,,172.893114;0.307336;0.769650;-0.000210;0.001623;0.017694;1.998644;0.010466;-0.049337;0.000008;-0.002131;0.000115;0.010466;2.497443;0.002189;0.002511;-0.000003;0.003302;-0.049337;0.002189;1.351157;0.000004;0.000037;-0.000001;0.000008;0.002511;0.000004;0.000022;-0.000000;0.000001;-0.002131;-0.000003;0.000037;-0.000000;0.000022;-0.000000;0.000115;0.003302;-0.000001;0.000001;-0.000000;0.000222,,
x51,,176.337888;0.328726;0.758772;-0.000311;0.002040;0.021534;1.997708;0.012320;-0.047692;0.000011;-0.002318;0.000131;0.012320;2.493341;0.002299;0.002734;-0.000005;0.003444;-0.047692;0.002299;1.290251;0.000004;0.000050;-0.000001;0.000011;0.002734;0.000004;0.000023;-0.000000;0.000002;-0.002318;-0.000005;0.000050;-0.000000;0.000023;-0.000000;0.000131;0.003444;-0.000001;0.000002;-0.000000;0.000227,,
x52,,179.892996;0.350114;0.746374;-0.000601;0.002516;0.021065;1.990963;0.012014;-0.045574;0.000013;-0.002550;0.000132;0.012014;2.482500;0.002415;0.003008;-0.000006;0.003608;-0.045574;0.002415;1.221813;0.000004;0.000062;0.000000;0.000013;0.003008;0.000004;0.000024;-0.000000;0.000002;-0.002550;-0.000006;0.000062;-0.000000;0.000024;-0.000000;0.000132;0.003608;0.000000;0.000002;-0.000000;0.000233,,
x53,,183.461575;0.372779;0.732226;-0.000790;0.002942;0.022443;1.976838;0.012568;-0.043045;0.000016;-0.002819;0.000140;0.012568;2.462891;0.002501;0.003327;-0.000008;0.003785;-0.043045;0.002501;1.148354;0.000004;0.000074;0.000001;0.000016;0.003327;0.000004;0.000026;-0.000000;0.000003;-0.002819;-0.000008;0.000074;-0.000000;0.000025;-0.000000;0.000140;0.003785;0.000001;0.000003;-0.000000;0.000239,,
x54,,187.046320;0.397525;0.718812;-0.001073;0.003418;0.025047;1.953386;0.013645;-0.039990;0.000020;-0.003121;0.000153;0.013645;2.432290;0.002772;0.003684;-0.000012;0.003975;-0.039990;0.002772;1.070910;0.000005;0.000085;0.000002;0.000020;0.003684;0.000005;0.000028;-0.000000;0.000004;-0.003121;-0.000012;0.000085;-0.000000;0.000027;-0.000000;0.000153;0.003975;0.000002;0.000004;-0.000000;0.000245,,
x55,,190.648973;0.424785;0.705823;-0.001261;0.004138;0.032829;1.918678;0.017040;-0.036201;0.000027;-0.003444;0.000188;0.017040;2.388164;0.003128;0.004065;-0.000018;0.004178;-0.036201;0.003128;0.990711;0.000006;0.000094;0.000004;0.000027;0.004065;0.000006;0.000031;-0.000000;0.000005;-0.003444;-0.000018;0.000094;-0.000000;0.000030;-0.000000;0.000188;0.004178;0.000004;0.000005;-0.000000;0.000252,,
x56,,194.373249;0.456726;0.691766;-0.001435;0.004983;0.032977;1.868744;0.016658;-0.031699;0.000032;-0.003778;0.000193;0.016658;2.326684;0.003116;0.004462;-0.000019;0.004404;-0.031699;0.003116;0.906970;0.000006;0.000099;0.000005;0.000032;0.004462;0.000006;0.000036;-0.000000;0.000006;-0.003778;-0.000019;0.000099;-0.000000;0.000034;-0.000001;0.000193;0.004404;0.000005;0.000006;-0.000001;0.000260,,
x57,,197.918290;0.493047;0.677106;-0.001647;0.005589;0.039992;1.807095;0.019224;-0.027173;0.000041;-0.004069;0.000227;0.019224;2.251124;0.003410;0.004813;-0.000025;0.004623;-0.027173;0.003410;0.828200;0.000008;0.000101;0.000006;0.000041;0.004813;0.000008;0.000041;-0.000000;0.000007;-0.004069;-0.000025;0.000101;-0.000000;0.000039;-0.000001;0.000227;0.004623;0.000006;0.000007;-0.000001;0.000267,,
x58,,201.590338;0.535893;0.659544;-0.001727;0.006344;0.049383;1.728232;0.022409;-0.022030;0.000054;-0.004305;0.000276;0.022409;2.154878;0.003520;0.005108;-0.000033;0.004862;-0.022030;0.003520;0.749527;0.000009;0.000099;0.000007;0.000054;0.005108;0.000009;0.000048;-0.000000;0.000008;-0.004305;-0.000033;0.000099;-0.000000;0.000046;-0.000001;0.000276;0.004862;0.000007;0.000008;-0.000001;0.000276,,
x59,,205.290247;0.584066;0.639552;-0.001870;0.007071;0.051242;1.633978;0.021986;-0.016700;0.000062;-0.004430;0.000290;0.021986;2.040797;0.003421;0.005287;-0.000035;0.005113;-0.016700;0.003421;0.675429;0.000010;0.000092;0.000009;0.000062;0.005287;0.000010;0.000056;-0.000000;0.000009;-0.004430;-0.000035;0.000092;-0.000000;0.000054;-0.000001;0.000290;0.005113;0.000009;0.000009;-0.000001;0.000285,,
x60,,209.022979;0.637308;0.617892;-0.002002;0.007720;0.056937;1.527824;0.022752;-0.011375;0.000071;-0.004384;0.000324;0.022752;1.911345;0.003349;0.005283;-0.000040;0.005372;-0.011375;0.003349;0.608387;0.000010;0.000079;0.000010;0.000071;0.005283;0.000010;0.000066;-0.000000;0.000010;-0.004384;-0.000040;0.000079;-0.000000;0.000063;-0.000001;0.000324;0.005372;0.000010;0.000010;-0.000001;0.000294,,
x61,,212.895997;0.698031;0.594620;-0.001999;0.008451;0.069133;1.413091;0.025279;-0.006005;0.000085;-0.004088;0.000397;0.025279;1.768910;0.003144;0.005012;-0.000052;0.005642;-0.006005;0.003144;0.549739;0.000010;0.000061;0.000012;0.000085;0.005012;0.000010;0.000077;-0.000000;0.000011;-0.004088;-0.000052;0.000061;-0.000000;0.000074;-0.000001;0.000397;0.005642;0.000012;0.000011;-0.000001;0.000304,,
x62,,216.699432;0.764332;0.568484;-0.002006;0.009011;0.069571;1.306182;0.023101;-0.001369;0.000086;-0.003480;0.000405;0.023101;1.633459;0.002750;0.004409;-0.000051;0.005906;-0.001369;0.002750;0.505804;0.000008;0.000039;0.000013;0.000086;0.004409;0.000008;0.000090;-0.000000;0.000012;-0.003480;-0.000051;0.000039;-0.000000;0.000087;-0.000001;0.000405;0.005906;0.000013;0.000012;-0.000001;0.000315,,
x63,,217.869014;0.785755;0.560063;-0.002073;0.009160;0.070361;1.276976;0.022602;-0.000096;0.000085;-0.003221;0.000411;0.022602;1.595029;0.002719;0.004146;-0.000053;0.005979;-0.000096;0.002719;0.495478;0.000007;0.000032;0.000013;0.000085;0.004146;0.000007;0.000094;-0.000000;0.000013;-0.003221;-0.000053;0.000032;-0.000000;0.000091;-0.000001;0.000411;0.005979;0.000013;0.000013;-0.000001;0.000320,,
x64,,227.901192;0.993634;0.480287;-0.002178;0.010276;0.076980;1.211162;0.017424;0.006663;0.000054;0.000668;0.000456;0.017424;1.448188;0.002356;0.000137;-0.000076;0.006562;0.006663;0.002356;0.484195;-0.000003;-0.000041;0.000017;0.000054;0.000137;-0.000003;0.000133;-0.000000;0.000014;0.000668;-0.000076;-0.000041;-0.000000;0.000129;-0.000002;0.000456;0.006562;0.000017;0.000014;-0.000002;0.000370,,
x65,,228.557751;1.008778;0.474746;-0.002166;0.010349;0.077380;1.225680;0.017052;0.006782;0.000050;0.001039;0.000458;0.017052;1.457633;0.002359;-0.000247;-0.000078;0.006597;0.006782;0.002359;0.489085;-0.000004;-0.000046;0.000017;0.000050;-0.000247;-0.000004;0.000136;-0.000000;0.000014;0.001039;-0.000078;-0.000046;-0.000000;0.000131;-0.000002;0.000458;0.006597;0.000017;0.000014;-0.000002;0.000373,,
