key,landmark(x;y;z),pose(x;y;z;r;p;y;cov[36]),velocity(u;v;w),bias(bu;bv;bw;br;bp;by)
l6860,84.503135;0.192390;8.570378,,,
l6863,92.868022;6.529722;8.553023,,,
l6871,90.970535;3.416759;8.676722,,,
l6872,97.002297;5.683227;8.674295,,,
l6873,97.967732;0.105686;8.793359,,,
l6874,85.241675;3.105979;8.891473,,,
l6876,101.764318;7.635878;8.843281,,,
l6878,86.036725;2.610458;9.140106,,,
l6879,105.181923;-0.451624;9.391675,,,
l6880,90.386665;2.433699;9.189769,,,
l6881,105.502063;0.417199;9.454780,,,
l6882,105.363041;3.898022;9.457599,,,
l6883,101.916274;2.774718;9.690712,,,
l7427,100.452537;14.220666;0.603013,,,
l7428,102.218390;14.242083;0.604437,,,
l7432,94.373271;-5.921802;1.275550,,,
l7433,69.277456;-7.273988;1.483107,,,
l7434,101.323084;14.235688;1.443581,,,
l7435,72.477410;-7.107835;1.679243,,,
l7436,69.067092;-6.414643;1.699738,,,
l7437,88.394495;13.356673;1.751470,,,
l7438,66.403872;-7.148944;1.838377,,,
l7440,89.585543;13.353545;1.797306,,,
l7441,86.742668;12.812321;2.219900,,,
l7443,83.944920;-7.835001;2.799456,,,
l7445,88.052889;-6.861940;2.675887,,,
l7446,111.938454;-5.937260;2.687226,,,
l7449,81.953352;-7.222611;3.356257,,,
l7450,105.531647;-5.829060;3.284651,,,
l7451,80.154021;-6.839503;3.433558,,,
l7454,101.776585;-5.611828;3.836704,,,
l7455,80.175046;-5.800895;3.715289,,,
l7456,82.580386;-5.763268;3.764109,,,
l7459,87.604998;-5.968267;4.121414,,,
l7460,103.021905;12.786117;4.069763,,,
l7461,99.454247;-5.846378;4.392267,,,
l7463,111.442679;-6.002525;4.688109,,,
l7464,111.473451;11.544864;4.756041,,,
l7465,110.336897;12.120783;4.670920,,,
l7466,89.768721;12.243934;4.777126,,,
l7467,101.510044;12.824320;4.785574,,,
l7469,83.744366;11.780428;4.914102,,,
l7470,95.296704;12.769531;4.862980,,,
l7471,96.127934;12.730952;4.962161,,,
l7472,102.627015;12.766057;4.899619,,,
l7474,94.238704;-5.805567;5.117385,,,
l7476,104.246057;11.781312;5.037216,,,
l7478,81.833257;12.292763;5.128463,,,
l7480,107.190198;10.814904;5.321978,,,
l7482,89.342931;11.442892;5.256092,,,
l7484,98.593822;12.602220;5.258665,,,
l7485,110.749163;-5.020526;5.614342,,,
l7487,93.607513;-5.925268;5.664610,,,
l7488,87.915153;-5.880697;5.720570,,,
l7490,103.225015;10.663588;5.762012,,,
l7491,77.445651;10.924885;5.710745,,,
l7492,88.963033;11.095039;5.754622,,,
l7493,91.963880;11.659290;5.691968,,,
l7498,113.493156;9.395426;5.967056,,,
l7499,104.163166;10.355743;5.871203,,,
l7500,93.744752;11.903559;5.997552,,,
l7503,97.597092;-4.896056;6.328219,,,
l7504,109.071611;-4.596571;6.390386,,,
l7505,101.774691;10.462708;6.409146,,,
l7507,95.151749;11.642229;6.210384,,,
l7510,88.030685;9.580782;6.580633,,,
l7513,84.634383;8.728903;6.718554,,,
l7515,110.630165;9.212337;6.671086,,,
l7519,103.002094;11.225372;6.623482,,,
l7521,113.077310;-2.997953;6.899921,,,
l7522,112.045223;8.031567;6.827791,,,
l7523,85.942083;8.128704;6.998582,,,
l7526,99.450025;10.705288;6.872162,,,
l7528,107.425501;7.810963;7.168041,,,
l7531,99.544938;-4.310852;7.426613,,,
l7537,93.895516;-3.153972;7.576973,,,
l7538,96.650692;-3.088341;7.532705,,,
l7539,110.942167;-2.619059;7.623544,,,
l7540,87.486091;-2.493977;7.542752,,,
l7541,96.289997;-2.023193;7.432939,,,
l7542,104.546318;7.369075;7.606635,,,
l7545,95.208943;-1.628687;7.867933,,,
l7546,113.313670;4.999032;8.010503,,,
l7547,106.098128;6.739392;7.858159,,,
l7548,112.989730;6.980394;7.996653,,,
l7550,99.017067;-4.246322;8.085809,,,
l7551,99.545322;-3.830321;8.191495,,,
l7552,107.626097;-3.268000;8.061881,,,
l7553,107.956131;-1.751597;8.102970,,,
l7554,114.639528;0.336504;8.180995,,,
l7555,108.302908;0.261217;8.156306,,,
l7556,113.853434;0.865428;8.059746,,,
l7557,108.030859;3.939444;8.136784,,,
l7561,90.159192;7.545407;8.100707,,,
l7562,94.682361;8.627887;8.035355,,,
l7563,110.338273;-0.836870;8.519233,,,
l7565,105.055852;4.928469;8.528585,,,
l7568,91.213847;-1.189883;8.688104,,,
l7570,90.712964;4.299936;8.642450,,,
l7573,99.800693;0.209491;8.984826,,,
l7579,108.262391;3.484321;9.137075,,,
l7581,100.485445;4.478248;9.221924,,,
l7583,103.001969;6.207002;9.022025,,,
l7584,102.861283;7.800244;9.055609,,,
l7585,104.738557;5.277583;9.373740,,,
l7912,75.600738;-8.297316;1.093160,,,
l7914,103.240680;-6.488742;1.423852,,,
l7916,90.197752;-7.371392;1.622806,,,
l7917,80.557038;-6.541763;1.491686,,,
l7919,95.358811;13.002770;1.899473,,,
l7920,97.284474;13.209036;1.980166,,,
l7922,100.828919;13.327388;2.126169,,,
l7926,90.854939;-5.922830;2.603939,,,
l7927,111.385378;12.814461;2.562153,,,
l7932,98.233196;13.077231;2.712662,,,
l7933,94.386643;-5.665676;2.902204,,,
l7934,77.954444;12.714315;3.007827,,,
l7935,84.545849;-7.243383;3.602555,,,
l7936,114.765026;-5.095687;3.673323,,,
l7937,92.511684;-6.285795;3.811239,,,
l7938,94.047389;12.380370;3.663898,,,
l7939,96.864836;12.634159;3.955297,,,
l7942,93.604670;-5.850038;4.491633,,,
l7944,112.719783;11.787009;4.581721,,,
l7948,70.450133;12.667132;4.699443,,,
l7951,108.914826;11.206978;5.152812,,,
l7953,79.383043;12.281409;5.296807,,,
l7956,116.844974;11.802162;6.014337,,,
l7960,92.379327;-5.429976;6.434092,,,
l7962,90.653425;-5.168919;6.514137,,,
l7963,114.244783;-3.266371;6.599484,,,
l7964,113.626994;8.386117;6.590958,,,
l7966,108.279040;9.624842;6.826211,,,
l7968,94.763918;10.213146;6.724989,,,
l7969,94.201913;-5.328850;6.866769,,,
l7971,109.137266;9.077947;6.936467,,,
l7973,95.216796;-5.084832;7.099681,,,
l7974,91.055300;-3.749767;7.061988,,,
l7975,110.554520;8.025204;7.118581,,,
l7976,100.837784;10.119539;7.231558,,,
l7979,107.986073;-3.934120;7.514539,,,
l7980,92.567992;-2.605908;7.455610,,,
l7981,97.922361;-4.846739;7.744450,,,
l7982,115.928093;1.702734;7.842910,,,
l7983,100.246394;8.508946;7.759627,,,
l7984,105.906769;-1.838457;7.943537,,,
l7985,116.250783;5.144724;7.927362,,,
l7987,111.596065;4.966227;8.162861,,,
l7988,98.378371;8.241914;8.040083,,,
l7989,91.993022;-1.718799;8.354040,,,
l7990,112.465190;-1.455010;8.275957,,,
l7991,107.902173;1.632451;8.337978,,,
l7992,92.765533;7.675084;8.430289,,,
l7994,92.870846;-1.247191;8.643189,,,
l7995,114.046833;-0.873323;8.553045,,,
l7997,113.690888;3.598995;8.509760,,,
l8000,95.974165;-0.704845;9.049680,,,
l8001,95.656907;0.071480;8.947337,,,
l8002,95.881804;1.745741;9.038504,,,
l8003,100.030184;1.716965;8.890748,,,
l8004,101.322528;0.012678;9.224890,,,
l8009,108.647326;0.517708;9.377115,,,
l8010,108.563809;1.447822;9.363207,,,
l8011,106.499840;1.254127;9.758123,,,
l8013,102.783396;4.827727;9.711165,,,
l8127,97.600852;8.233571;8.267130,,,
l8265,103.399282;-6.411044;0.697509,,,
l8266,110.317573;13.674035;0.662835,,,
l8267,89.815517;13.387218;0.639713,,,
l8268,80.584906;-8.462477;0.919220,,,
l8273,100.544351;-6.807220;1.313761,,,
l8274,102.832871;12.720959;1.367712,,,
l8275,102.261192;12.912497;1.356936,,,
l8276,117.869185;-6.338706;1.703194,,,
l8280,86.732737;-7.362365;2.035339,,,
l8281,98.010793;13.310769;1.895047,,,
l8282,97.627360;-5.684134;2.345164,,,
l8283,88.259673;12.598854;2.833479,,,
l8284,96.820989;12.667345;3.027141,,,
l8285,104.784023;12.737211;2.913919,,,
l8286,95.927634;-5.717323;3.273635,,,
l8288,86.863626;-7.063249;3.408470,,,
l8291,104.917629;12.689773;3.678630,,,
l8292,104.795131;-6.498906;4.253389,,,
l8296,106.826051;12.593614;4.632129,,,
l8306,98.555616;-6.067047;5.914339,,,
l8308,90.528130;-5.680868;6.042598,,,
l8310,99.957270;-5.242325;6.154756,,,
l8313,100.727893;-5.062767;6.300024,,,
l8315,115.990182;-4.129522;6.397671,,,
l8317,93.613800;-5.166228;6.875052,,,
l8319,120.048595;-2.770227;6.920020,,,
l8320,94.658076;-4.901869;7.156088,,,
l8322,110.112124;-3.814544;7.284172,,,
l8323,115.006286;-2.387606;7.185608,,,
l8325,97.374176;-5.050478;7.358465,,,
l8327,111.873020;-2.940600;7.581466,,,
l8331,119.420593;1.031759;7.857968,,,
l8332,95.773179;-4.804221;8.024916,,,
l8333,103.057582;-2.214908;8.074069,,,
l8337,115.987728;-0.027725;8.290089,,,
l8338,110.744281;4.612343;8.266548,,,
l8339,114.563173;5.285329;8.091519,,,
l8340,115.309320;6.534512;8.252089,,,
l8341,121.285419;7.221235;8.220590,,,
l8342,112.052190;-1.472471;8.481546,,,
l8343,116.723946;3.409966;8.440961,,,
l8344,115.905518;3.824271;8.301951,,,
l8346,107.504559;4.930363;8.429317,,,
l8348,113.187186;-0.494064;8.703185,,,
l8350,105.855220;1.335937;8.749546,,,
l8351,97.910832;6.808460;8.850706,,,
l8355,100.706471;-1.129705;9.443957,,,
l8356,98.974687;3.012825;9.583332,,,
l8357,103.953278;2.899672;9.767798,,,
l8597,100.920630;-8.034985;0.724182,,,
l8598,98.072606;-7.601454;0.718923,,,
l8599,94.907723;-7.109161;1.568436,,,
l8601,121.984329;13.042225;1.743372,,,
l8607,82.392668;13.043680;2.248713,,,
l8609,78.903490;-7.250231;2.650986,,,
l8610,104.794699;-6.795240;2.628049,,,
l8611,117.989132;-6.219864;2.574487,,,
l8615,106.626095;12.718975;2.837191,,,
l8616,111.391845;-6.028481;3.051240,,,
l8617,108.287969;12.811818;2.942179,,,
l8619,109.157392;12.852516;2.997164,,,
l8621,106.575661;-6.498318;3.413389,,,
l8622,107.275928;-6.106890;3.467096,,,
l8624,106.798423;12.495562;3.564067,,,
l8625,108.172679;12.456783;3.676045,,,
l8629,95.331219;-6.437142;4.199428,,,
l8633,95.627364;-6.064007;4.679988,,,
l8638,94.066480;12.496239;4.990363,,,
l8639,101.901582;-5.904827;5.303206,,,
l8640,119.252968;-5.968264;5.467903,,,
l8641,107.159741;-5.815752;5.519698,,,
l8642,94.890967;-6.234447;5.882324,,,
l8646,112.064142;-5.066876;6.253823,,,
l8647,116.681622;11.008553;6.199560,,,
l8649,119.201882;9.559958;6.480670,,,
l8650,118.197305;10.437470;6.376188,,,
l8651,112.064238;10.569726;6.421634,,,
l8653,115.187754;-3.951781;6.714581,,,
l8655,119.865606;9.331908;6.560753,,,
l8656,113.131194;10.118658;6.562065,,,
l8658,116.873754;-3.088774;6.963185,,,
l8659,107.084670;9.233259;7.065099,,,
l8661,102.652469;-5.079252;7.220531,,,
l8666,97.525143;9.457916;7.433580,,,
l8668,111.267150;-3.581250;7.672488,,,
l8672,100.369024;-5.110760;7.808068,,,
l8674,97.437345;-2.163046;7.834870,,,
l8675,108.029110;6.608022;7.855086,,,
l8676,113.547576;-2.027820;8.103654,,,
l8677,123.932619;7.629197;8.123977,,,
l8678,110.258572;-3.247725;8.236252,,,
l8681,118.516524;-0.027964;8.138859,,,
l8682,110.224512;0.951785;8.196413,,,
l8683,110.279780;2.278333;8.222572,,,
l8684,118.217074;4.533074;8.124867,,,
l8685,124.682272;7.202937;8.229494,,,
l8688,98.904273;-3.304317;8.377696,,,
l8689,111.210819;-2.113195;8.428469,,,
l8692,114.200023;6.432880;8.327097,,,
l8693,119.984449;6.594832;8.481397,,,
l8695,108.550437;-2.873311;8.587942,,,
l8696,111.345726;6.577188;8.578746,,,
l8698,122.602937;2.708444;8.876999,,,
l8699,112.756734;3.490249;8.795041,,,
l8703,99.797722;7.536935;9.028213,,,
l8706,107.343123;0.114763;9.702355,,,
l8707,107.134515;2.513863;9.672959,,,
l9284,96.960116;-7.628806;0.747197,,,
l9285,114.023037;13.605834;0.730085,,,
l9286,115.039468;13.648602;0.731699,,,
l9289,85.894331;13.175880;1.282496,,,
l9290,117.186802;-7.104682;1.527970,,,
l9291,102.603736;-6.645672;1.629473,,,
l9295,105.898718;12.450615;1.841965,,,
l9296,110.182348;-7.417719;1.970744,,,
l9297,103.207931;-7.089475;2.116847,,,
l9302,93.484199;12.510711;2.474571,,,
l9303,116.484017;-6.674233;2.974160,,,
l9305,118.860357;12.600911;3.203331,,,
l9309,119.592334;-5.821086;3.968417,,,
l9311,114.212428;-5.439719;4.172673,,,
l9312,103.307795;-6.722192;4.412596,,,
l9314,116.093377;12.316384;4.557363,,,
l9315,103.113838;-5.942961;4.796961,,,
l9316,110.753942;-6.517749;5.057854,,,
l9317,114.805206;11.317484;5.124375,,,
l9321,109.344413;12.491466;5.154635,,,
l9323,114.448499;-5.742593;5.596645,,,
l9327,112.197664;-6.009234;5.914501,,,
l9332,119.675217;-4.392868;6.369824,,,
l9335,114.435772;10.792467;6.521083,,,
l9338,116.182420;8.615029;6.706524,,,
l9339,115.350757;8.865503;6.575392,,,
l9341,126.914517;10.910271;6.652120,,,
l9342,119.787354;11.031865;6.586868,,,
l9343,126.143415;11.219047;6.562446,,,
l9344,105.824385;-5.654630;6.888234,,,
l9345,113.491963;-4.289716;6.770706,,,
l9350,130.369779;10.147597;7.078293,,,
l9354,131.462899;9.553087;7.205670,,,
l9357,104.440444;-5.137789;7.506459,,,
l9358,106.552353;-5.354832;7.614796,,,
l9361,105.842811;7.769176;7.635695,,,
l9362,103.398515;8.226844;7.531845,,,
l9363,102.282161;10.569953;7.543566,,,
l9364,109.441403;-3.972281;7.760316,,,
l9365,106.531989;-4.814487;8.133541,,,
l9366,106.495850;-3.883659;8.069530,,,
l9368,112.345482;7.652595;8.046589,,,
l9371,117.098420;1.301290;8.203199,,,
l9377,112.106127;0.819880;8.406431,,,
l9380,117.484435;7.167227;8.449420,,,
l9381,126.023169;7.940433;8.388400,,,
l9382,106.872010;-3.674662;8.746330,,,
l9383,115.660439;-1.323031;8.621026,,,
l9386,123.753325;0.109070;8.768772,,,
l9389,112.524820;6.327045;8.703522,,,
l9390,118.769382;6.528862;8.703159,,,
l9393,124.515392;4.137104;8.960756,,,
l9394,106.787135;4.736917;8.803066,,,
l9395,124.216164;4.910180;8.917617,,,
l9396,123.703283;5.758163;8.837283,,,
l9397,121.021713;2.754095;9.096008,,,
l9399,125.416640;3.233000;9.125361,,,
l9400,129.928667;6.967250;9.045805,,,
l9401,118.324093;2.386345;9.291583,,,
l9654,119.912224;-7.237018;0.792163,,,
l9656,120.358651;-6.750670;1.529880,,,
l9659,96.364740;-6.357544;1.715126,,,
l9661,104.702985;12.579252;1.678632,,,
l9663,133.975263;13.184872;1.837026,,,
l9664,115.035066;-7.356086;2.039935,,,
l9666,99.736659;13.853731;1.959646,,,
l9668,119.066324;13.098893;2.261388,,,
l9669,99.781537;-5.865663;2.572160,,,
l9670,115.166818;12.485741;2.763836,,,
l9671,103.906849;-6.662184;3.123341,,,
l9673,95.674837;12.434558;3.075656,,,
l9674,113.977459;-7.447433;3.211286,,,
l9675,104.510976;-6.669615;3.199260,,,
l9676,98.127550;-6.261256;3.236727,,,
l9679,110.640666;-5.898671;3.952965,,,
l9683,116.874339;-5.387094;4.085852,,,
l9684,106.516593;-6.434491;4.349750,,,
l9689,117.582960;12.580476;4.368883,,,
l9693,134.571929;11.659315;5.057364,,,
l9694,133.531824;12.226677;4.979046,,,
l9697,110.451791;11.376631;5.337596,,,
l9699,100.460155;12.505259;5.245422,,,
l9702,132.684292;11.455305;5.926599,,,
l9703,124.650414;11.994245;5.958161,,,
l9705,101.257989;12.214722;5.781282,,,
l9706,134.783885;9.891470;6.117605,,,
l9709,123.891323;-5.420880;6.505069,,,
l9710,118.597119;-5.045537;6.393741,,,
l9712,105.908126;9.662436;6.430843,,,
l9713,124.501720;10.575053;6.753215,,,
l9715,134.630277;8.207695;7.136701,,,
l9717,106.378178;9.335732;7.010338,,,
l9719,110.896996;10.066415;7.086744,,,
l9720,119.364725;-3.514145;7.224454,,,
l9721,119.845723;-3.147184;7.313063,,,
l9723,128.549675;9.346680;7.317234,,,
l9725,125.253294;-3.131678;7.530782,,,
l9726,132.373399;-3.783014;7.787591,,,
l9728,119.435100;-2.068169;7.950705,,,
l9729,122.317238;-1.928926;7.789460,,,
l9732,135.206868;-1.307509;8.204603,,,
l9735,134.758365;6.459507;8.191465,,,
l9736,116.633352;7.308494;8.211658,,,
l9740,132.249877;-1.371761;8.756555,,,
l9742,119.289243;-1.339360;8.649944,,,
l9745,109.890068;4.227329;8.627912,,,
l9746,109.452660;5.584897;8.583946,,,
l9747,109.305117;6.415665;8.610951,,,
l9753,123.423087;1.673331;8.835703,,,
l9755,122.779054;6.133802;8.799203,,,
l9757,111.632590;-1.403978;9.089292,,,
l9759,120.582053;3.493330;9.007804,,,
l9762,128.620920;4.997781;9.100176,,,
l9765,115.876677;2.551392;9.183593,,,
l9766,134.592034;7.387409;9.263192,,,
l9767,135.916407;2.907763;9.417171,,,
l9768,132.354133;3.434802;9.815644,,,
l9872,109.001540;-8.315654;0.785450,,,
l9968,108.398143;-8.199313;0.784221,,,
l9969,107.437643;-8.195310;0.782592,,,
l9970,102.903603;-7.637634;0.773929,,,
l9971,133.664193;13.095690;0.788375,,,
l9972,119.770879;13.542099;0.764111,,,
l9973,106.739793;-7.839034;1.166981,,,
l9976,114.512022;-7.911966;1.339048,,,
l9977,108.913731;-7.737869;1.213052,,,
l9978,110.631715;4.286866;1.211488,,,
l9979,120.976678;13.501792;1.492178,,,
l9981,132.301029;-5.995307;1.736427,,,
l9982,106.408010;-6.563364;1.884920,,,
l9983,108.073742;-7.169633;2.004984,,,
l9987,112.261992;-7.726834;2.783496,,,
l9988,109.293406;-6.822553;2.939249,,,
l9989,139.534580;-5.872372;2.977965,,,
l9992,108.632288;-6.929806;3.297046,,,
l9993,109.942896;-7.200160;3.474131,,,
l9996,117.812332;12.709085;4.055544,,,
l9997,104.277923;-6.044853;4.719854,,,
l9998,137.643551;11.797361;5.038277,,,
l9999,120.320770;12.517720;5.015794,,,
l10001,134.322972;10.941917;5.726590,,,
l10003,136.670451;10.188697;5.962278,,,
l10004,135.029085;10.729113;5.797406,,,
l10007,129.156476;11.817599;6.091070,,,
l10008,122.814688;12.134299;6.072095,,,
l10011,122.307359;11.233828;6.705102,,,
l10015,123.681417;10.907982;6.917432,,,
l10016,137.604190;-4.719596;7.028819,,,
l10017,137.943349;8.282278;7.125445,,,
l10018,137.050314;8.655498;7.016753,,,
l10019,133.262199;-3.174449;7.382171,,,
l10020,138.851331;7.893204;7.236541,,,
l10021,121.529531;9.036452;7.182403,,,
l10022,125.720698;9.881920;7.211334,,,
l10025,127.415516;9.108425;7.467905,,,
l10027,136.446076;-2.042886;7.865908,,,
l10028,136.691017;-1.409376;7.899860,,,
l10029,136.925548;6.771867;8.002600,,,
l10030,135.769674;7.239849;7.835508,,,
l10031,130.235333;8.606492;7.936347,,,
l10032,125.509036;8.672127;7.932687,,,
l10033,124.798853;8.895955;7.805835,,,
l10034,127.701080;-4.099942;8.207246,,,
l10036,122.728635;8.626222;8.149083,,,
l10037,116.689240;-1.730198;8.372151,,,
l10038,133.528886;-1.452670;8.368518,,,
l10039,138.990157;1.503934;8.255662,,,
l10040,139.035532;2.114198;8.265740,,,
l10041,139.134709;3.681526;8.294259,,,
l10042,138.665274;5.130267;8.240646,,,
l10044,122.124248;-1.148116;8.486185,,,
l10046,133.571117;6.504076;8.453876,,,
l10049,133.670510;8.066913;8.516511,,,
l10050,133.232333;8.599598;8.457678,,,
l10051,135.408770;5.268369;8.749554,,,
l10053,118.261139;-1.236933;8.825558,,,
l10054,120.918948;-0.861962;8.890049,,,
l10056,126.495306;6.203125;8.854164,,,
l10057,128.173022;0.156783;9.110342,,,
l10058,139.211002;1.717838;9.379368,,,
l10059,139.029724;2.454332;9.352204,,,
l10061,138.724176;3.312252;9.306376,,,
l10062,138.643744;4.317808;9.305465,,,
l10063,135.394833;0.434764;9.705652,,,
l10064,135.192217;4.048290;9.699558,,,
l10065,135.165882;5.113954;9.715534,,,
l10066,136.081817;1.143890;9.845605,,,
l10067,131.519775;3.804239;9.896808,,,
l10323,111.827705;-8.264842;0.797653,,,
l10325,129.004187;14.303546;0.794291,,,
l10326,112.791364;3.500864;1.194223,,,
l10330,111.693016;-7.481066;1.618941,,,
l10331,113.896054;3.757316;1.658292,,,
l10332,131.989820;14.093862;1.680902,,,
l10333,129.023945;14.313713;1.616996,,,
l10334,116.457122;-6.761713;1.812560,,,
l10335,115.697226;13.300927;1.880282,,,
l10337,125.837001;13.287099;2.290775,,,
l10338,116.132917;12.903160;2.447654,,,
l10339,122.661431;-5.712646;2.707591,,,
l10341,111.095860;-7.678042;2.807658,,,
l10343,142.990672;-6.654086;2.996061,,,
l10344,122.116053;12.619589;2.796748,,,
l10345,120.585699;-5.775103;3.161330,,,
l10347,117.222781;-5.883974;3.391021,,,
l10349,99.584296;-7.144159;3.715968,,,
l10350,130.392785;-5.524445;4.020183,,,
l10351,109.901326;12.639249;3.886563,,,
l10354,127.955060;-5.749039;4.560235,,,
l10356,141.155883;11.821336;5.057032,,,
l10357,123.641043;12.837093;5.023571,,,
l10362,108.481037;-6.131809;5.634065,,,
l10364,116.343513;-5.732886;5.843215,,,
l10365,127.018555;-5.221120;5.918421,,,
l10372,109.519573;10.218258;6.608445,,,
l10373,140.120857;-4.589082;6.906546,,,
l10375,139.941638;9.091030;6.961339,,,
l10376,123.234675;9.936762;6.902779,,,
l10377,141.431020;8.303960;7.137995,,,
l10378,140.771203;8.586741;7.057816,,,
l10380,128.262415;10.760020;7.102792,,,
l10381,143.510748;-2.555911;7.336349,,,
l10383,128.075097;-4.224451;7.592130,,,
l10385,124.862318;-1.956798;7.605878,,,
l10386,138.304084;-3.798447;7.638658,,,
l10388,141.024840;1.348613;8.037669,,,
l10389,141.111332;2.335021;8.056571,,,
l10390,141.176977;5.709548;8.109264,,,
l10391,134.443266;7.263719;8.024474,,,
l10392,134.822501;9.468391;8.168738,,,
l10394,117.805685;-1.935757;8.241269,,,
l10395,142.680412;7.005204;8.366777,,,
l10397,137.510281;5.425255;8.515798,,,
l10401,139.704987;0.033713;8.848728,,,
l10404,131.008765;8.335582;9.176158,,,
l10992,105.944258;12.954090;0.771621,,,
l10995,128.400742;-6.833518;1.442641,,,
l10997,147.963638;-5.872842;1.894818,,,
l10998,112.209684;5.129466;1.851453,,,
l11001,114.996520;-6.785062;3.476489,,,
l11002,146.218987;-5.279908;3.825334,,,
l11003,125.853663;-6.103535;4.145344,,,
l11004,122.356165;12.465688;4.034397,,,
l11006,121.937308;-5.717951;4.576567,,,
l11008,127.188094;13.071050;4.637079,,,
l11013,144.010098;-5.151459;5.564488,,,
l11015,117.555281;-5.562345;6.189124,,,
l11017,128.211274;-5.099002;6.261410,,,
l11018,142.709889;-4.417265;6.331214,,,
l11021,143.120664;9.858696;6.501228,,,
l11022,143.434702;10.746921;6.569465,,,
l11023,145.729354;-3.348009;6.719869,,,
l11024,146.578519;-2.899941;6.828751,,,
l11026,120.450319;-5.037089;7.025947,,,
l11028,117.575836;8.907859;7.121092,,,
l11033,127.128047;-4.827912;7.845423,,,
l11035,147.838127;1.835019;8.023715,,,
l11036,124.149633;-4.660699;8.146490,,,
l11037,148.120874;0.932380;8.063895,,,
l11038,148.034529;5.059048;8.089812,,,
l11040,139.423090;-2.799269;8.441183,,,
l11043,130.085389;-3.956266;8.598423,,,
l11044,140.317601;-1.876760;8.609578,,,
l11045,144.193166;6.757062;8.503860,,,
l11047,131.326310;-3.564077;8.918109,,,
l11048,132.103624;-3.042672;9.112298,,,
l11051,130.683270;-1.145223;9.387158,,,
l11052,126.463695;-0.630112;9.350810,,,
l11055,131.727566;-0.837322;9.690960,,,
l11056,131.499533;1.611101;9.636289,,,
l11058,132.150019;6.574320;10.022541,,,
l11060,128.651948;3.361035;10.173249,,,
l12121,126.587517;-7.657643;0.824453,,,
l12122,132.560025;13.105720;0.821752,,,
l12128,114.290257;-7.947829;1.160395,,,
l12129,128.216799;-7.899215;1.219721,,,
l12131,131.741812;-6.259693;1.282979,,,
l12132,133.586268;12.681952;1.372406,,,
l12133,124.567914;-7.120499;1.449479,,,
l12134,125.557012;-7.130267;1.489321,,,
l12138,137.541144;12.619770;1.453549,,,
l12147,128.886904;14.033789;1.780363,,,
l12160,127.362243;-5.699885;2.616469,,,
l12163,128.691575;13.131379;2.685819,,,
l12164,129.501758;13.147178;2.743860,,,
l12168,135.298626;12.706777;3.158058,,,
l12171,134.368847;-6.523773;3.386328,,,
l12176,119.292966;-6.285597;3.595463,,,
l12177,121.985754;12.090670;3.598957,,,
l12181,126.487453;12.731839;3.803230,,,
l12188,129.085820;13.137956;4.154683,,,
l12199,136.252855;12.579007;4.439556,,,
l12213,122.510494;12.663057;5.258506,,,
l12216,142.920942;-6.114781;5.701011,,,
l12217,148.880042;-5.561916;5.769454,,,
l12228,141.326518;-5.299870;6.102430,,,
l12232,135.672876;-5.761876;6.239022,,,
l12235,137.547860;-5.454316;6.633004,,,
l12238,148.603492;-4.376315;6.533432,,,
l12243,149.548320;9.211301;6.813025,,,
l12245,155.105128;10.725843;6.716109,,,
l12259,159.701562;9.572089;7.280142,,,
l12262,134.201322;-4.633537;7.447742,,,
l12285,133.535500;7.589068;8.057124,,,
l12293,136.345097;-3.244526;8.588313,,,
l12305,155.311443;6.676657;8.599628,,,
l12307,156.985589;1.539234;8.811355,,,
l12319,157.972217;0.097984;8.982099,,,
l12322,137.144364;4.025656;8.885920,,,
l12323,157.155985;5.423148;8.894506,,,
l12623,139.578142;-8.202404;0.840484,,,
l12624,143.684403;-8.035144;0.846344,,,
l12625,141.999537;-7.881125;0.843831,,,
l12626,149.452305;-7.545233;0.854451,,,
l12628,147.446886;13.717210;0.841111,,,
l12629,127.978383;13.928447;0.812833,,,
l12630,130.799693;13.940441;0.816910,,,
l12632,129.938672;-8.140173;1.185045,,,
l12633,141.120943;-7.546247;1.422540,,,
l12634,134.704689;-6.269153;1.270569,,,
l12635,118.196989;13.228549;1.393772,,,
l12636,117.402268;13.452512;1.396534,,,
l12637,147.209324;-7.705303;1.560792,,,
l12638,148.523204;-6.957384;1.586759,,,
l12639,119.198428;13.218943;1.404726,,,
l12642,138.780727;-7.504311;1.901557,,,
l12643,125.201480;-6.340972;1.819837,,,
l12644,146.570881;-7.461062;2.240391,,,
l12647,138.283262;-7.416204;2.400576,,,
l12648,135.779226;-7.177933;2.236205,,,
l12649,117.995594;13.190964;2.282460,,,
l12650,118.798953;13.216520;2.304484,,,
l12651,134.335881;-6.674948;2.569512,,,
l12653,142.776161;12.509572;2.800659,,,
l12658,123.948731;12.715594;2.826840,,,
l12659,131.299786;-6.570610;3.063358,,,
l12661,133.099542;-6.630790;3.289715,,,
l12662,142.669750;-6.260407;3.273561,,,
l12664,139.361357;-7.469878;3.564970,,,
l12665,124.796826;12.536931;3.572265,,,
l12667,160.681747;-6.103235;3.851726,,,
l12668,145.803863;12.309062;3.699007,,,
l12670,131.201230;13.147771;3.974140,,,
l12672,129.601490;13.057400;4.210609,,,
l12675,127.756723;-6.594695;4.515292,,,
l12676,138.764612;-6.304695;4.530719,,,
l12681,119.980959;12.320631;4.968393,,,
l12682,163.433730;11.923070;5.182739,,,
