key,landmark(x;y;z),pose(x;y;z;r;p;y;cov[36]),velocity(u;v;w),bias(bu;bv;bw;br;bp;by)
l7123,66.478008;13.432849;3.216830,,,
l7125,97.616921;-4.773343;3.543238,,,
l7127,97.701844;13.947904;3.722253,,,
l7129,98.746785;13.631799;3.795651,,,
l7130,95.298279;-5.023299;4.107439,,,
l7131,80.421808;-4.818946;4.308388,,,
l7133,107.288511;-5.103964;4.356868,,,
l7134,107.208594;12.443166;4.447719,,,
l7135,106.068102;13.011992;4.367735,,,
l7138,85.500128;13.004851;4.553376,,,
l7139,97.237487;13.659511;4.517333,,,
l7141,91.024963;13.565308;4.618613,,,
l7142,91.856793;13.531862;4.714539,,,
l7143,98.355239;13.608171;4.626995,,,
l7145,90.085418;-5.016426;4.852707,,,
l7146,95.604602;-4.778351;4.899120,,,
l7148,99.980990;12.633514;4.757058,,,
l7151,77.565930;13.003013;4.935358,,,
l7155,94.324573;13.418354;5.001367,,,
l7157,89.457115;-5.140823;5.402202,,,
l7158,83.764848;-5.132345;5.480160,,,
l7160,98.969850;11.508418;5.484316,,,
l7162,87.702454;12.432932;5.458982,,,
l7163,92.699477;12.822338;5.527099,,,
l7164,91.895629;13.046634;5.427915,,,
l7165,109.246515;10.304994;5.648118,,,
l7171,104.915193;-3.715236;6.070115,,,
l7173,87.945607;12.099326;6.126906,,,
l7174,90.892348;12.435375;5.965085,,,
l7181,106.387480;10.102884;6.362936,,,
l7185,98.746709;12.067671;6.347375,,,
l7187,108.912644;-2.091960;6.566307,,,
l7188,107.810572;8.930892;6.512636,,,
l7189,101.756185;9.333755;6.678685,,,
l7190,100.998787;9.629505;6.577337,,,
l7198,95.390977;-3.491141;7.143427,,,
l7199,99.170996;-3.388178;7.022090,,,
l7203,98.180381;10.111717;7.033531,,,
l7204,89.734976;-2.370227;7.317079,,,
l7205,92.489485;-2.287106;7.262277,,,
l7206,106.777964;-1.727518;7.298650,,,
l7208,92.121686;-1.224134;7.165301,,,
l7212,91.039848;-0.837038;7.604975,,,
l7213,109.102720;5.904923;7.686468,,,
l7215,108.766211;7.884210;7.676467,,,
l7216,85.159397;8.420422;7.668361,,,
l7218,95.391272;-3.011603;7.908932,,,
l7219,103.467775;-2.397994;7.748911,,,
l7220,103.788372;-0.879587;7.790719,,,
l7222,110.458687;1.250662;7.845726,,,
l7224,109.668798;1.774757;7.728203,,,
l7226,103.827239;4.811766;7.831718,,,
l7227,103.781897;5.824874;7.844048,,,
l7228,103.806389;6.610992;7.866735,,,
l7230,90.449078;9.415773;7.787893,,,
l7232,90.639579;-0.331388;8.181638,,,
l7233,106.166271;0.049658;8.198999,,,
l7234,84.653095;4.379099;8.364388,,,
l7235,100.847572;5.781440;8.236280,,,
l7239,94.802624;2.410690;8.521101,,,
l7240,86.509497;5.062013;8.404599,,,
l7242,86.006576;7.801508;8.455864,,,
l7243,97.460764;8.905418;8.538226,,,
l7244,95.624158;1.028718;8.706576,,,
l7245,95.122214;1.535890;8.588444,,,
l7247,94.851208;6.388836;8.646967,,,
l7250,95.494457;5.869579;8.778941,,,
l7253,100.531352;6.127450;9.083109,,,
l7254,101.731402;1.654888;9.258995,,,
l7624,98.055553;-5.789503;0.382484,,,
l7625,98.618697;14.637771;0.367882,,,
l7626,91.626499;14.582671;0.388608,,,
l7627,97.367179;14.965649;0.371378,,,
l7630,95.271956;14.942160;1.109747,,,
l7631,85.945307;-6.623931;1.379961,,,
l7632,76.299614;-5.848685;1.287726,,,
l7634,91.768110;-5.084613;1.590410,,,
l7635,88.067184;14.073351;1.569209,,,
l7636,90.992146;13.778692;1.666082,,,
l7637,92.916920;13.995737;1.739549,,,
l7638,65.463417;14.282448;1.686543,,,
l7640,96.461180;14.133936;1.871871,,,
l7642,66.984824;-6.824145;2.290058,,,
l7643,86.598131;-5.173080;2.360625,,,
l7645,83.515554;-6.302432;2.573352,,,
l7647,93.869222;13.868254;2.468139,,,
l7648,82.068698;-5.620661;2.801617,,,
l7650,86.802555;-5.419152;2.878128,,,
l7651,91.416517;13.350521;2.960941,,,
l7652,110.507166;-4.212179;3.337761,,,
l7653,88.261619;-5.528392;3.560912,,,
l7655,89.691186;13.146356;3.434713,,,
l7656,95.308195;-5.450105;3.762239,,,
l7658,92.508269;13.415666;3.715467,,,
l7659,84.731184;-5.401087;4.033217,,,
l7660,85.097690;13.306167;4.080708,,,
l7662,89.354783;-5.087432;4.237662,,,
l7663,108.370089;12.657355;4.278692,,,
l7665,93.655036;13.571756;4.529821,,,
l7666,94.843138;13.520515;4.666002,,,
l7669,104.570733;12.054985;4.863804,,,
l7670,72.111907;13.038273;5.024456,,,
l7671,78.018227;13.213912;4.896833,,,
l7673,88.092427;12.932886;5.026467,,,
l7675,93.991411;-5.279472;5.588375,,,
l7676,90.491314;-5.153652;5.576918,,,
l7677,88.088583;-5.208935;5.659861,,,
l7678,112.500705;12.693799;5.695197,,,
l7679,106.931361;-3.733466;5.891342,,,
l7681,89.905729;-4.990276;6.036147,,,
l7684,85.359897;12.146621;6.151212,,,
l7685,86.407671;-4.425921;6.272672,,,
l7686,109.304367;9.258778;6.279421,,,
l7689,103.950460;10.466882;6.537374,,,
l7690,82.740127;11.293080;6.474194,,,
l7692,87.342755;11.686309;6.517616,,,
l7693,89.958359;-4.566274;6.611202,,,
l7694,104.812195;9.924695;6.643479,,,
l7695,91.367653;10.644428;6.651547,,,
l7696,91.105430;11.647975;6.682854,,,
l7698,85.814770;9.007569;6.959604,,,
l7700,96.508166;10.918881;6.972516,,,
l7701,102.464318;8.424667;7.104616,,,
l7704,94.980648;9.392439;7.307636,,,
l7705,93.679429;-4.064375;7.475036,,,
l7706,89.092464;-2.299725;7.447887,,,
l7707,111.648093;2.586738;7.512651,,,
l7708,95.927973;9.304212;7.500550,,,
l7709,106.986250;-1.150477;7.746746,,,
l7710,101.647425;-1.011246;7.647292,,,
l7711,106.360033;2.332081;7.639773,,,
l7712,111.951654;6.030373;7.600846,,,
l7713,95.662414;-3.498792;7.929923,,,
l7714,107.298985;5.825201;7.854274,,,
l7715,108.204832;-0.591169;7.954637,,,
l7716,103.624710;2.470329;8.038978,,,
l7719,97.298888;-2.702394;8.301073,,,
l7720,109.784232;-0.000939;8.226386,,,
l7721,109.847750;0.623619;8.236916,,,
l7722,109.402840;4.469351;8.190997,,,
l7723,93.864477;8.530572;8.403551,,,
l7724,91.712980;0.064555;8.793891,,,
l7727,91.606722;2.514593;8.786639,,,
l7730,99.850303;0.076169;8.880751,,,
l7731,97.057845;0.812080;8.949241,,,
l7732,89.958895;2.764990;8.884494,,,
l7733,103.262014;4.652219;8.877835,,,
l7736,104.380213;1.358334;9.073573,,,
l7737,97.260377;6.271733;9.143442,,,
l7739,102.230111;2.082042;9.464041,,,
l7740,101.652757;5.248360;9.392677,,,
l7741,98.493364;5.634618;9.436804,,,
l7742,96.749891;3.783347;9.663377,,,
l7743,99.205872;4.678003;9.588005,,,
l7744,97.339652;3.437969;9.822473,,,
l8016,94.099907;14.764619;0.416799,,,
l8031,80.050657;-7.370305;2.593359,,,
l8037,78.048137;-6.822063;3.375296,,,
l8055,76.240961;12.994513;5.132593,,,
l8067,111.653748;-3.367877;6.068437,,,
l8072,88.617976;-4.643542;6.456941,,,
l8073,84.397542;11.436700;6.536331,,,
l8076,115.710094;-1.997278;6.577110,,,
l8086,90.533106;9.977103;6.851464,,,
l8099,115.074412;1.801306;7.523632,,,
l8101,91.445368;-4.105693;7.773595,,,
l8114,116.922150;7.995748;7.888938,,,
l8122,112.372974;4.170495;8.120992,,,
l8123,111.552778;4.582570;7.985850,,,
l8128,90.772962;8.042271;8.399736,,,
l8137,92.574738;6.368845;8.818831,,,
l8143,93.411083;4.909178;8.989156,,,
l8144,92.973424;5.678877;8.896098,,,
l8146,96.373188;-0.418701;9.179265,,,
l8147,104.207782;2.954337;9.132537,,,
l8150,94.629591;3.718399;9.332083,,,
l8447,96.492869;-7.382302;0.458285,,,
l8448,93.644759;-6.949383;0.464774,,,
l8452,95.905580;-6.904976;1.002245,,,
l8454,80.317349;-7.397379;1.235091,,,
l8456,98.299184;13.232847;1.081208,,,
l8461,110.632534;13.556763;1.303679,,,
l8462,87.657389;-6.581061;1.594028,,,
l8464,117.555895;13.697719;1.432211,,,
l8465,94.485224;13.917689;1.596029,,,
l8466,98.965517;-6.378797;1.660754,,,
l8467,100.549647;13.512069;1.807557,,,
l8468,93.871598;-5.205519;1.935412,,,
l8470,94.498629;13.585090;2.158744,,,
l8472,100.374000;-6.144976;2.349292,,,
l8473,113.568011;-5.566636;2.245733,,,
l8476,89.641950;-5.460609;2.495777,,,
l8477,102.202076;13.369250;2.584809,,,
l8480,92.405120;-5.165801;2.769788,,,
l8481,103.864319;13.462275;2.683534,,,
l8482,104.733942;13.503069;2.735229,,,
l8484,102.157919;-5.849013;3.128251,,,
l8485,102.858314;-5.457525;3.179924,,,
l8487,102.377255;13.144629;3.310630,,,
l8488,103.751942;13.105958;3.417230,,,
l8489,96.882550;-5.893876;3.819390,,,
l8494,94.159196;-5.571707;4.487365,,,
l8495,80.618179;12.822851;4.538276,,,
l8496,90.701264;-5.634547;4.798992,,,
l8497,108.883146;11.817098;4.639344,,,
l8501,97.491061;-5.259779;5.037130,,,
l8504,98.384444;13.045139;4.937188,,,
l8505,114.842963;-5.319718;5.134671,,,
l8506,102.749993;-5.169930;5.233455,,,
l8507,99.908331;12.097656;5.087410,,,
l8508,96.688617;12.908870;5.317038,,,
l8511,95.887181;-4.906387;5.855210,,,
l8512,107.657035;-4.421245;5.949907,,,
l8514,98.252851;10.713274;6.040811,,,
l8515,97.674154;11.108480;5.965308,,,
l8516,112.270881;11.655259;5.905362,,,
l8517,112.753939;12.037056;5.978959,,,
l8519,114.792520;10.206734;6.174248,,,
l8520,113.787348;11.084205;6.075153,,,
l8522,105.549114;-4.711239;6.397708,,,
l8524,110.782172;-3.306260;6.400503,,,
l8525,109.955880;8.863925;6.389750,,,
l8526,115.456589;9.978692;6.251375,,,
l8528,93.087754;12.082088;6.341102,,,
l8529,111.431195;-2.924462;6.493104,,,
l8530,112.468939;-2.443313;6.644070,,,
l8531,106.414411;9.486991;6.686995,,,
l8535,98.249176;-4.437327;6.952952,,,
l8537,108.710749;-2.802590;6.903673,,,
l8539,109.520679;-2.241152;7.036241,,,
l8540,97.093936;-4.443258;7.269111,,,
l8542,106.865221;-2.938225;7.374186,,,
l8543,98.630735;9.847098;7.339090,,,
l8544,95.968028;-4.470339;7.549252,,,
l8545,103.623296;-3.524276;7.476506,,,
l8547,109.146969;-1.385039;7.799200,,,
l8548,113.305257;1.760875;7.681404,,,
l8549,119.529970;8.274190;7.795951,,,
l8550,114.115593;0.615835;7.818634,,,
l8551,105.823653;1.593678;7.909907,,,
l8553,113.815129;5.176825;7.813617,,,
l8554,105.814780;5.828576;7.999609,,,
l8555,102.155020;6.838696;7.959297,,,
l8556,120.280113;7.847914;7.897840,,,
l8558,103.303719;-2.867476;8.111125,,,
l8560,98.650704;-1.347154;8.199277,,,
l8561,106.323821;5.032457;8.084081,,,
l8563,115.583427;7.238355;8.166849,,,
l8567,106.945157;7.218662;8.297547,,,
l8569,118.204247;3.351865;8.545668,,,
l8570,108.357638;4.131664;8.503096,,,
l8571,98.423560;-0.743267;8.751173,,,
l8572,103.356128;0.104590;8.808671,,,
l8574,102.948285;0.753449;9.425534,,,
l8575,100.634988;3.521339;9.490218,,,
l8576,100.829099;4.112731;9.572766,,,
l8709,113.905067;14.145121;0.438681,,,
l8717,105.829988;13.992827;1.181518,,,
l8828,111.046795;-6.935561;0.455199,,,
l8835,91.548001;-6.424793;1.255431,,,
l8836,108.172250;4.703787;1.174232,,,
l8840,100.292169;-6.051412;1.593891,,,
l8845,108.953241;13.209398;2.013692,,,
l8846,108.262309;13.897116;1.998012,,,
l8847,89.643401;13.291776;2.168696,,,
l8851,115.261052;13.269456;2.260433,,,
l8855,96.527964;-5.966944;2.885111,,,
l8857,103.889547;-5.928211;3.009642,,,
l8858,85.567745;-5.631832;3.093293,,,
l8859,90.892663;-5.135837;3.004891,,,
l8860,99.282348;-5.578768;3.158754,,,
l8868,98.468727;-5.649137;3.600302,,,
l8869,109.193328;13.086054;3.598506,,,
l8871,92.729290;-5.921687;3.717745,,,
l8875,108.026806;-5.283024;4.070734,,,
l8878,124.128149;-5.009774;4.701842,,,
l8882,101.298345;11.470522;5.416060,,,
l8883,107.810639;-5.337386;5.502794,,,
l8884,100.413367;-5.197390;5.543454,,,
l8885,101.260979;-5.159396;5.704699,,,
l8887,107.538495;11.746717;5.682725,,,
l8893,112.902803;-3.621169;6.230721,,,
l8894,111.557503;9.764938;6.176104,,,
l8895,117.667865;10.992886;6.152808,,,
l8899,123.696284;9.696878;6.877624,,,
l8901,93.469308;10.028290;7.404206,,,
l8910,119.159687;7.055455;8.211297,,,
l8911,118.389050;7.550037;8.092555,,,
l8914,120.785050;0.936351;8.406659,,,
l8915,120.673167;1.943459;8.391126,,,
l8917,110.381765;6.798967;8.304081,,,
l8919,121.769080;4.705842;8.612104,,,
l8920,120.761800;5.759503;8.457134,,,
l9130,100.394968;13.148013;0.500341,,,
l9131,107.875467;13.923980;0.486346,,,
l9132,109.579115;14.109480;0.483156,,,
l9135,112.652852;-6.616418;1.232009,,,
l9138,92.980998;-5.878280;1.516993,,,
l9139,118.479442;13.804701;1.375703,,,
l9142,84.461071;-7.116970;1.742251,,,
l9145,88.443372;-5.651772;1.743211,,,
l9147,112.272266;-6.827889;1.967018,,,
l9154,87.593810;12.862083;2.521797,,,
l9155,111.957075;-6.185500;2.681446,,,
l9156,109.307607;12.881615;2.629924,,,
l9157,107.050248;13.246764;2.508121,,,
l9159,106.814924;-5.695968;2.976788,,,
l9164,106.628695;13.051268;3.144553,,,
l9166,95.884910;13.407782;3.314083,,,
l9167,115.072654;-5.348101;3.666330,,,
l9168,124.714727;-5.302130;3.474735,,,
l9170,109.102883;-5.360891;3.835675,,,
l9171,95.648605;-6.111284;4.048053,,,
l9172,109.695258;-4.943053;3.890194,,,
l9175,99.851865;-6.112096;4.339679,,,
l9178,106.235110;-6.007234;4.785553,,,
l9179,110.366429;11.809546;4.870474,,,
l9181,93.252672;-6.113306;5.422277,,,
l9182,109.934968;-5.249608;5.312771,,,
l9189,115.170355;-3.924703;6.070041,,,
l9191,111.191652;-4.279249;6.203906,,,
l9192,109.999539;11.283609;6.267509,,,
l9193,111.822530;-4.089702;6.308265,,,
l9195,116.538006;9.944441;6.423673,,,
l9196,122.479074;11.345355;6.354894,,,
l9197,115.352339;11.498947;6.314919,,,
l9198,121.709055;11.657741;6.268497,,,
l9200,108.989066;-3.794636;6.492843,,,
l9202,100.496709;-4.233508;6.883526,,,
l9203,107.444504;-3.582908;6.837398,,,
l9207,125.932361;10.566450;6.767522,,,
l9208,103.219368;-4.284161;7.081667,,,
l9212,127.023235;9.966822;6.889968,,,
l9213,99.936480;-4.603572;7.258858,,,
l9215,111.422985;8.243028;7.104170,,,
l9216,102.047763;-4.830259;7.359372,,,
l9217,106.240795;8.024922;7.398381,,,
l9220,102.031638;-4.290786;7.879175,,,
l9227,105.241217;-2.835043;8.172773,,,
l9228,107.807550;-1.525124;8.201073,,,
l9232,109.727371;6.079141;8.113966,,,
l9233,113.038685;7.641216;8.178479,,,
l9234,121.580530;8.376334;8.088858,,,
l9235,102.378907;-3.153627;8.492850,,,
l9236,111.177293;-0.841100;8.340956,,,
l9237,114.280397;-0.066682;8.280363,,,
l9238,111.100418;0.324079;8.316959,,,
l9239,119.276977;0.554513;8.462874,,,
l9242,108.076271;6.822759;8.448476,,,
l9243,114.321632;6.996643;8.426531,,,
l9244,104.330720;-2.440088;8.502239,,,
l9245,107.073195;-1.007986;8.656849,,,
l9246,109.566819;-0.655802;8.657229,,,
l9247,120.057750;4.578737;8.659548,,,
l9248,119.761834;5.353222;8.618877,,,
l9249,119.252483;6.203637;8.541900,,,
l9250,116.558404;3.211121;8.804551,,,
l9251,109.768078;3.547400;8.751291,,,
l9252,120.955502;3.670309;8.819330,,,
l9253,125.483908;7.384480;8.730748,,,
l9255,104.240444;0.178863;9.033536,,,
l9256,113.859868;2.855081;9.008934,,,
l9559,115.368176;-6.698918;0.502474,,,
l9562,100.767526;12.986499;1.005312,,,
l9563,110.824868;-7.396809;1.148014,,,
l9564,113.527421;-6.848841;1.197589,,,
l9565,115.818350;-6.215092;1.239569,,,
l9567,118.749514;13.630121;1.331853,,,
l9569,129.489758;13.683058;1.536957,,,
l9570,104.574453;13.848946;1.641809,,,
l9572,111.318061;-6.676421;1.798262,,,
l9573,84.809487;-6.806853;1.863273,,,
l9575,105.241611;-6.834400;2.073457,,,
l9576,101.243392;-6.092842;2.247676,,,
l9578,106.186624;13.644940;2.287665,,,
l9579,95.247274;-5.276427;2.351586,,,
l9580,110.682667;13.033027;2.524834,,,
l9581,108.373275;-5.354802;2.819570,,,
l9582,109.440901;-6.897631;2.940869,,,
l9584,93.594426;-5.668740;3.020926,,,
l9585,110.796748;12.895223;3.204851,,,
l9588,106.110774;-5.341196;3.696344,,,
l9589,115.243147;12.959173;3.558501,,,
l9591,112.346219;-4.846678;3.809485,,,
l9594,97.645407;-6.083931;4.147875,,,
l9596,123.703015;-5.283628;4.114077,,,
l9598,113.104357;13.118381;4.122034,,,
l9600,95.845720;-5.319151;4.718544,,,
l9602,130.092959;12.150160;4.752590,,,
l9603,113.344893;12.122638;4.833870,,,
l9604,99.833291;-5.741372;4.988173,,,
l9605,121.825232;13.047465;5.000253,,,
l9606,104.815799;12.988885;5.021886,,,
l9607,108.483799;-5.529068;5.185643,,,
l9608,111.140305;11.640382;5.227242,,,
l9609,103.695083;-5.323844;5.353646,,,
l9610,110.550642;-4.937684;5.517841,,,
l9611,111.202473;-4.812399;5.625761,,,
l9612,106.096783;11.587096;5.692815,,,
l9613,128.207671;11.949694;5.627711,,,
l9614,112.157421;-4.643317;5.784904,,,
l9615,130.303630;10.379863;5.808985,,,
l9616,110.014821;-4.521119;6.040226,,,
l9617,119.371049;-4.903708;6.205377,,,
l9618,114.077540;-4.513885;6.112256,,,
l9619,120.025511;11.090051;6.479869,,,
l9621,112.520928;8.832172;6.685423,,,
l9622,107.951614;-3.649604;6.782970,,,
l9624,130.148842;8.694694;6.825596,,,
l9626,114.852027;-2.986052;6.943136,,,
l9629,120.742592;-2.620022;7.230631,,,
l9630,116.579063;-1.825654;7.263390,,,
l9631,111.967506;8.232654;7.240521,,,
l9633,127.861726;-3.291023;7.462693,,,
l9634,110.933977;-1.790906;7.451072,,,
l9635,114.928718;-1.541568;7.671713,,,
l9636,117.810674;-1.409815;7.501167,,,
l9637,128.451069;7.999162;7.626815,,,
l9638,130.703243;-0.823920;7.874704,,,
l9640,116.853268;-0.884773;8.087760,,,
l9642,130.275698;6.944289;7.876828,,,
l9644,111.044276;1.298803;8.123275,,,
l9645,106.864469;2.100706;8.173618,,,
l9650,127.747920;-0.881177;8.436336,,,
l9651,114.787147;-0.813616;8.372723,,,
l9652,107.999346;0.553268;8.508880,,,
l9653,107.236510;5.246889;8.423892,,,
l9655,104.823948;6.968376;8.380563,,,
l9657,113.914642;7.644512;8.362571,,,
l9658,118.749463;1.218713;8.502409,,,
l9659,118.929707;2.187574;8.550129,,,
l9660,118.297627;6.649825;8.523673,,,
l9661,120.237176;3.786404;8.862224,,,
l9662,116.094192;4.014923;8.734869,,,
l9664,124.137361;5.497510;8.803275,,,
l9665,108.053676;6.416514;8.753297,,,
l9666,129.296842;6.674835;8.778778,,,
l9667,114.334256;3.148485;9.028041,,,
l9668,130.115414;7.870725;8.950744,,,
l9669,131.428188;3.387254;9.092389,,,
l9670,127.868687;3.923191;9.503596,,,
l9798,104.446725;-7.759591;0.542386,,,
l9927,103.843649;-7.641577;0.543235,,,
l9928,102.883161;-7.634907;0.544599,,,
l9929,98.350683;-7.064651;0.551001,,,
l9930,129.168637;13.583269;0.505902,,,
l9931,115.276607;14.068230;0.525604,,,
l9932,102.187505;-7.277371;0.931775,,,
l9933,99.272420;-7.154552;0.878186,,,
l9934,88.202167;-7.028219;0.896590,,,
l9936,104.361839;-7.182314;0.971263,,,
l9937,106.113207;4.837598;0.985283,,,
l9938,102.471989;13.301005;0.998814,,,
l9942,127.755396;-5.505504;1.424966,,,
l9943,101.861497;-6.002044;1.652960,,,
l9944,103.525901;-6.613137;1.766791,,,
l9945,107.020819;-6.812751;1.981332,,,
l9949,134.993087;-5.404792;2.644223,,,
l9950,116.810062;13.051182;2.698147,,,
l9952,105.399514;-6.651414;3.230065,,,
l9958,103.446737;-5.486953;4.163370,,,
l9959,100.794749;-6.197281;4.457569,,,
l9963,114.738228;13.325681;4.658619,,,
l9964,114.077496;13.402360;4.584892,,,
l9965,133.157538;12.266484;4.741148,,,
l9966,115.836847;13.034897;4.773768,,,
l9967,102.849137;12.598429;5.136205,,,
l9973,132.182850;10.658911;5.665369,,,
l9974,130.542491;11.204161;5.506541,,,
l9976,124.673868;12.308407;5.820352,,,
l9977,118.332953;12.642718;5.821643,,,
l9978,121.030519;-4.567886;5.932702,,,
l9979,120.399545;12.352071;6.101676,,,
l9982,128.201032;10.503099;6.199466,,,
l9983,100.586248;10.739278;6.156357,,,
l9986,118.190687;10.874011;6.464959,,,
l9987,123.113318;11.933806;6.473593,,,
l9992,133.078501;-4.253755;6.703058,,,
l9993,133.454056;8.746939;6.821254,,,
l9994,132.561725;9.122824;6.715988,,,
l9995,105.472037;10.704877;6.927690,,,
l9996,128.741932;-2.697199;7.072595,,,
l9997,115.660403;-2.817469;7.095090,,,
l9998,134.361291;8.355156;6.928849,,,
l9999,117.042655;9.546508;6.930548,,,
l10000,121.236216;10.380304;6.947921,,,
l10002,126.499594;11.108378;6.933573,,,
l10003,129.298111;-3.159932;7.162501,,,
l10005,113.145222;-2.248716;7.153990,,,
l10007,128.488690;9.206454;7.160425,,,
l10009,128.083725;10.226821;7.134464,,,
l10010,131.930419;-1.575313;7.548401,,,
l10011,132.177228;-0.942545;7.582693,,,
l10012,132.434790;7.237825;7.698939,,,
l10013,131.279701;7.709300;7.536256,,,
l10014,125.749526;9.091101;7.656677,,,
l10015,123.180842;-3.608714;7.913341,,,
l10016,122.395917;8.769841;7.912102,,,
l10017,121.772560;8.938820;7.800215,,,
l10018,118.243603;9.131266;7.892780,,,
l10019,112.176188;-1.208747;8.116601,,,
l10020,129.016447;-0.977894;8.061103,,,
l10021,134.485537;1.963755;7.936415,,,
l10022,134.532637;2.573871;7.947413,,,
l10023,134.636247;4.140866;7.978351,,,
l10024,134.170687;5.590995;7.928719,,,
l10026,117.613129;-0.641933;8.214751,,,
l10029,129.184974;8.540987;8.225219,,,
l10030,128.748091;9.074987;8.168675,,,
l10032,130.916168;5.737233;8.447987,,,
l10038,123.041049;1.256635;8.686865,,,
l10039,122.005699;6.696508;8.581932,,,
l10041,123.667402;0.645100;8.822372,,,
l10043,127.297428;8.476307;8.845495,,,
l10044,134.710462;2.175080;9.059799,,,
l10045,134.531137;2.912120;9.034480,,,
l10047,134.227850;3.770962;8.991096,,,
l10048,134.150203;4.776737;8.992185,,,
l10049,130.891782;0.902021;9.395711,,,
l10050,130.699171;4.516099;9.396536,,,
l10051,130.675860;5.581803;9.414448,,,
l10052,131.581152;1.608994;9.534762,,,
l10201,110.852152;14.202919;0.557932,,,
l10322,107.249385;-7.792887;0.556031,,,
l10323,129.282483;14.212392;0.536413,,,
l10325,124.565543;14.668502;0.542048,,,
l10327,113.616446;13.867977;1.154040,,,
l10328,109.394848;4.214648;1.431909,,,
l10329,127.552406;14.438714;1.419469,,,
l10330,124.587788;14.677069;1.364708,,,
l10334,121.396525;13.669036;2.046066,,,
l10335,109.468407;13.727657;2.124252,,,
l10337,118.104313;-5.311366;2.438513,,,
l10338,129.998213;13.460147;2.384744,,,
l10340,138.428078;-6.379392;2.665306,,,
l10342,117.673012;13.023709;2.561833,,,
l10343,110.386224;-6.825803;2.943137,,,
l10344,116.029578;-5.361761;2.898265,,,
l10345,106.740174;-6.989145;3.401355,,,
l10346,125.258814;-5.695840;3.686091,,,
l10347,125.840507;-5.173476;3.728612,,,
l10348,116.283581;12.929926;3.771085,,,
l10349,102.694109;-5.496441;4.030541,,,
l10351,110.383596;12.958143;4.286376,,,
l10353,106.410112;12.984222;4.731343,,,
l10354,136.714078;12.103326;4.764490,,,
l10357,115.236501;12.780948;4.922317,,,
l10359,108.673994;11.979466;4.986330,,,
l10360,105.856055;12.596800;5.059531,,,
l10361,103.253912;12.840166;5.080560,,,
l10365,122.473827;-4.852634;5.637337,,,
l10367,117.743929;12.397851;5.928660,,,
l10369,123.763647;11.943796;6.077089,,,
l10371,109.827442;9.574797;6.486875,,,
l10372,112.111245;10.143803;6.536466,,,
l10374,119.945337;-4.629584;6.626955,,,
l10375,135.582657;-4.303648;6.587906,,,
l10376,135.488510;9.377194;6.667520,,,
l10377,118.787027;10.326635;6.659774,,,
l10379,118.311360;11.522258;6.654419,,,
l10381,136.973489;8.580585;6.838382,,,
l10382,136.315213;8.867596;6.760653,,,
l10384,123.820344;11.118333;6.846408,,,
l10386,138.986345;-2.292316;7.011311,,,
l10388,130.699533;8.781075;6.970509,,,
l10389,123.541453;-3.865543;7.309687,,,
l10391,120.342865;-1.578035;7.336945,,,
l10392,132.719431;7.955790;7.249045,,,
l10393,113.735054;8.427326;7.340755,,,
l10395,133.772987;-3.503074;7.326780,,,
l10396,133.790143;7.514138;7.398579,,,
l10397,136.526801;1.626288;7.726899,,,
l10398,136.619459;2.612104;7.747297,,,
l10399,136.706212;5.986059;7.805787,,,
l10400,130.375385;9.784130;7.890692,,,
l10402,138.218403;7.271902;8.061162,,,
l10405,133.227164;1.956108;8.200012,,,
l10407,114.861231;0.122488;8.466329,,,
l10408,112.163014;5.486866;8.364644,,,
l10411,135.201201;0.318146;8.539513,,,
l10412,123.192278;2.175786;8.736074,,,
l10413,116.629875;7.162271;8.636576,,,
l10415,120.927666;-0.175027;8.896342,,,
l10418,118.028811;4.759878;8.891811,,,
l10422,115.136086;6.741443;8.810049,,,
l10423,126.557676;8.673191;8.907350,,,
l10424,133.878661;2.907384;9.320634,,,
l10425,133.178990;4.207235;9.202417,,,
l10426,133.082452;5.544560;9.211875,,,
l10427,129.952055;5.505656;9.520226,,,
l10428,130.422084;0.313096;9.547238,,,
l10429,130.665163;2.371601;9.613324,,,
l10711,118.707400;14.324033;0.567013,,,
l10712,119.855043;14.387072;0.565849,,,
l10714,109.200878;-7.458296;0.952501,,,
l10716,119.040748;-6.345104;1.136738,,,
l10717,119.704492;-6.281815;1.149775,,,
l10720,114.121162;-5.823486;1.507013,,,
l10726,138.790566;-5.259532;2.535134,,,
l10728,123.388209;13.674593;2.714487,,,
l10731,110.225371;-5.716887;2.918197,,,
l10737,117.131951;-5.151440;3.226377,,,
l10740,126.389971;13.816864;3.678367,,,
l10741,125.208107;13.853249;3.585474,,,
l10742,117.021129;-5.754279;3.769240,,,
l10743,120.689868;13.205500;3.871280,,,
l10746,113.411828;-4.893833;4.207570,,,
l10749,138.681215;12.106172;4.639442,,,
l10750,109.357400;12.731218;4.602370,,,
l10751,130.145001;12.840225;4.806885,,,
l10753,119.890286;13.189404;5.100482,,,
l10757,115.155778;-5.603479;5.556241,,,
l10759,124.956570;-4.834413;5.471714,,,
l10762,112.610964;-5.613599;5.945851,,,
l10764,116.371511;-4.978230;6.324841,,,
l10766,138.022859;9.176804;6.534241,,,
l10767,137.774084;10.097500;6.527785,,,
l10771,136.075598;-3.124807;7.129641,,,
l10774,131.111336;-3.367144;7.225555,,,
l10776,119.151308;-3.089139;7.514670,,,
l10777,115.156078;8.914896;7.389265,,,
l10782,140.811185;1.801615;7.838484,,,
