key,landmark(x;y;z),pose(x;y;z;r;p;y;cov[36]),velocity(u;v;w),bias(bu;bv;bw;br;bp;by)
l15875,166.801378;3.564659;8.716816,,,
l15876,178.075691;3.934814;8.826725,,,
l15877,171.054608;3.964064;8.653088,,,
l15878,168.606030;4.328814;8.661636,,,
l15879,181.882731;5.269140;8.775490,,,
l15880,181.654122;6.041550;8.750639,,,
l15883,178.858767;3.123340;8.984674,,,
l15884,172.053675;3.318639;8.900411,,,
l15885,183.237437;4.028072;9.019251,,,
l15886,182.486201;4.534024;8.879040,,,
l15887,172.701021;2.905026;9.063424,,,
l15888,166.498751;3.165105;9.216637,,,
l16539,171.957969;-5.273953;5.625930,,,
l16635,171.534143;-7.564513;0.652330,,,
l16636,177.827345;13.994779;0.630966,,,
l16639,170.686322;-7.424713;1.156180,,,
l16640,172.941179;-7.462680;1.209677,,,
l16641,169.672433;-7.284769;1.131165,,,
l16644,174.652536;13.879640;1.266724,,,
l16645,162.632880;-6.188691;1.623962,,,
l16646,189.678004;-5.606160;1.602353,,,
l16652,178.401232;13.165260;2.056666,,,
l16654,173.428132;-7.045957;2.342890,,,
l16655,171.887353;13.029041;2.366269,,,
l16658,174.019667;13.224653;2.500686,,,
l16665,173.934724;13.002180;3.114432,,,
l16667,168.368806;-7.178545;3.400482,,,
l16674,176.432553;12.901682;3.989800,,,
l16675,184.641053;13.144586;4.007640,,,
l16676,173.985337;-5.621904;4.069441,,,
l16677,174.321941;-4.948470;4.095007,,,
l16679,164.937251;-6.129928;4.481465,,,
l16680,190.235273;12.619617;4.473506,,,
l16682,175.701161;13.259046;4.600146,,,
l16684,162.711776;-6.151138;4.726799,,,
l16685,184.505529;13.096986;4.836875,,,
l16688,177.813895;12.960198;4.841503,,,
l16692,172.877293;-5.734918;5.601453,,,
l16694,176.560858;-5.610080;5.680193,,,
l16695,170.698534;-5.229783;5.665497,,,
l16696,166.225949;11.003878;5.695383,,,
l16699,189.885360;-4.109989;6.152595,,,
l16701,179.430779;10.504316;6.384983,,,
l16706,193.321405;-2.935002;6.598856,,,
l16707,191.848954;9.123637;6.496025,,,
l16709,178.550724;-4.537905;6.681038,,,
l16710,183.052031;9.280217;6.944244,,,
l16714,191.344960;-1.971911;7.276972,,,
l16715,167.511300;8.892356;7.205412,,,
l16716,182.292411;-3.847762;7.411248,,,
l16720,182.695683;7.868497;7.614051,,,
l16721,188.633666;-2.245068;7.753085,,,
l16722,195.049132;2.018257;7.851756,,,
l16723,176.457141;8.408387;7.757383,,,
l16724,195.672584;5.353901;7.984694,,,
l16725,184.136923;7.270934;7.873530,,,
l16726,174.108550;-1.577213;8.086030,,,
l16727,190.760956;-1.002940;8.123678,,,
l16728,179.496194;-0.937052;8.217160,,,
l16729,190.748963;1.703514;8.121893,,,
l16730,186.196842;4.465928;8.198405,,,
l16731,190.800349;5.445650;8.181800,,,
l16732,190.023699;8.134702;8.116972,,,
l16733,192.040957;4.319397;8.381591,,,
l16735,191.149938;7.131599;8.285138,,,
l16736,176.330740;7.866219;8.361054,,,
l16737,178.922758;8.201908;8.330301,,,
l16738,188.816524;-0.399662;8.680720,,,
l16741,193.337024;3.696556;8.603722,,,
l16743,171.143623;5.097232;8.471595,,,
l16744,183.773405;5.422022;8.549388,,,
l16745,172.818877;6.129248;8.506752,,,
l16751,189.262280;3.807461;8.800408,,,
l16753,186.174126;0.668379;9.002916,,,
l16755,174.605171;3.275748;8.899958,,,
l16759,173.737960;2.949696;9.225201,,,
l16797,167.686631;-7.385505;2.109461,,,
l17068,182.671304;13.197254;0.638736,,,
l17070,188.384932;14.162216;0.654594,,,
l17073,159.349412;-7.574588;1.055022,,,
l17074,160.731702;12.538200;1.570790,,,
l17075,178.349465;-5.451279;1.823607,,,
l17081,180.010389;-5.306525;2.516323,,,
l17084,196.212777;13.671864;2.691267,,,
l17087,178.760616;-5.302734;3.024679,,,
l17091,179.686592;-5.166081;3.104681,,,
l17092,177.829054;12.920149;3.135932,,,
l17094,183.833962;-5.110792;3.474419,,,
l17095,180.765999;13.041334;3.380646,,,
l17096,183.511818;13.264372;3.616206,,,
l17097,166.951497;-5.477387;3.737107,,,
l17102,187.808467;13.373513;3.981597,,,
l17111,188.402119;12.401700;4.848114,,,
l17113,179.567224;-5.536992;4.951251,,,
l17115,175.554539;-5.558391;5.412835,,,
l17116,185.410764;11.678733;5.284105,,,
l17118,175.750162;12.033013;5.284782,,,
l17119,183.563303;-5.154757;5.558316,,,
l17122,177.895260;-5.428062;5.869330,,,
l17124,193.006590;11.558876;6.256021,,,
l17125,188.541376;-4.095807;6.309822,,,
l17127,195.173820;-3.371286;6.376954,,,
l17128,194.465950;9.836063;6.392542,,,
l17129,182.799169;10.131787;6.327504,,,
l17131,179.370347;11.769678;6.522228,,,
l17132,177.236713;-3.458519;6.823683,,,
l17133,192.346757;-2.144354;6.878304,,,
l17138,178.675333;9.788794;6.890624,,,
l17139,186.268910;10.250194;6.927395,,,
l17140,184.182904;-4.341097;7.085376,,,
l17142,188.475590;8.425733;7.229805,,,
l17143,186.247107;-3.362847;7.476180,,,
l17147,178.016523;9.175600;7.336227,,,
l17148,180.548192;-2.499988;7.613150,,,
l17149,183.023440;-1.413874;7.497822,,,
l17150,176.580813;-1.823904;7.760251,,,
l17152,189.321336;-1.470701;8.068138,,,
l17153,193.501610;2.355185;7.981470,,,
l17154,189.230791;2.462561;8.055254,,,
l17155,193.721492;5.822846;8.075880,,,
l17156,192.889178;8.277812;7.998445,,,
l17157,183.170695;-0.554282;8.236014,,,
l17158,194.758121;0.825155;8.198756,,,
l17159,194.686415;4.636181;8.223535,,,
l17160,194.089882;7.797620;8.194446,,,
l17161,199.899348;8.345834;8.151553,,,
l17162,195.834030;0.240517;8.391446,,,
l17167,196.307721;7.075968;8.565976,,,
l17168,174.202262;7.527718;8.517312,,,
l17170,198.272724;3.741206;8.850732,,,
l17172,175.995703;3.898289;8.814618,,,
l17173,180.793713;-0.200210;8.981864,,,
l17177,180.857814;4.432994;9.096597,,,
l17195,164.058320;12.780826;1.232133,,,
l17428,155.670305;13.895007;0.532313,,,
l17429,163.059556;-7.494228;1.281887,,,
l17430,188.799695;-5.812022;1.414850,,,
l17434,176.714577;-5.945744;1.593306,,,
l17435,192.827639;13.830803;1.518991,,,
l17439,178.078429;-6.526463;1.663243,,,
l17440,164.011987;-6.815830;1.767264,,,
l17441,181.839105;-5.366699;1.820852,,,
l17442,157.670975;-7.154954;2.033121,,,
l17443,177.019961;-5.584727;2.082734,,,
l17446,181.870249;-5.220556;2.402973,,,
l17450,180.944188;13.263806;2.486251,,,
l17451,175.041497;-6.093478;2.849461,,,
l17453,189.545193;-4.970945;2.921251,,,
l17454,180.661421;-5.128373;2.877449,,,
l17458,186.094554;-5.168982;3.363806,,,
l17461,182.558850;-5.586628;3.658181,,,
l17464,181.883382;-5.600280;4.175001,,,
l17466,182.620127;-5.520131;4.270192,,,
l17468,196.999515;13.468379;4.468641,,,
l17474,173.737928;-5.549897;5.231066,,,
l17475,184.283406;-5.275195;5.130101,,,
l17476,191.383763;-4.723890;5.419889,,,
l17478,172.542040;11.413094;5.577471,,,
l17482,184.928737;-4.803672;5.879718,,,
l17484,198.495031;10.474716;6.478641,,,
l17485,197.360355;11.373001;6.358387,,,
l17493,196.631209;-2.175401;7.002433,,,
l17494,175.083438;9.281958;6.872608,,,
l17495,185.530100;10.301083;6.914597,,,
l17497,203.549591;9.902314;7.128779,,,
l17499,183.806745;-1.527398;7.533652,,,
l17500,186.054270;7.756804;7.588015,,,
l17503,196.996334;1.785676;7.976190,,,
l17504,183.880718;-0.978830;8.200496,,,
l17507,185.921984;7.008742;8.234546,,,
l17508,192.225984;8.173291;8.106853,,,
l17514,200.035883;6.931686;8.601938,,,
l17515,199.442867;7.275901;8.505828,,,
l17516,183.607658;2.580389;8.809132,,,
l17517,201.854746;4.146494;8.871209,,,
l17518,201.220894;4.986128;8.771131,,,
l17519,200.896829;5.717345;8.727177,,,
l17521,180.519478;2.457807;9.095644,,,
l17522,182.700418;2.607803;9.189689,,,
l17707,186.323881;14.270375;0.617266,,,
l17708,194.312157;14.599229;0.644851,,,
l17709,185.641852;-6.674695;1.248766,,,
l17710,160.861488;-6.932864;1.181819,,,
l17711,186.593993;14.126523;1.287163,,,
l17716,175.936685;-5.589056;2.525239,,,
l17718,179.936757;13.014133;2.725528,,,
l17719,167.870908;12.996338;2.951828,,,
l17723,196.691920;-4.594384;3.976262,,,
l17724,186.766260;13.268558;3.951902,,,
l17727,177.864268;-5.382754;4.440021,,,
l17728,180.641511;-5.354321;4.489073,,,
l17729,192.487909;12.662390;4.521725,,,
l17731,206.898451;-4.750179;4.902262,,,
l17735,191.974539;11.947194;5.209154,,,
l17739,196.509393;-5.042853;5.617627,,,
l17740,203.987739;-4.840924;5.626641,,,
l17742,186.308012;-5.029220;5.474283,,,
l17743,187.379540;-4.823299;5.657537,,,
l17744,188.903787;11.660747;5.514294,,,
l17745,202.629460;13.073839;5.622357,,,
l17751,201.956461;-4.263692;6.336308,,,
l17754,189.911307;11.478117;6.383420,,,
l17756,196.660032;10.352815;6.612485,,,
l17757,195.822802;10.667561;6.498402,,,
l17758,195.421579;11.650916;6.480875,,,
l17759,202.387464;11.767229;6.545426,,,
l17763,195.429987;-2.207523;7.041848,,,
l17764,194.071697;8.900510;6.965617,,,
l17766,202.149696;-2.241795;7.290884,,,
l17767,207.048855;10.514579;7.120539,,,
l17768,181.657125;10.170684;7.168068,,,
l17773,202.508605;9.819589;7.486850,,,
l17787,202.534343;7.757515;8.413460,,,
l17788,201.722261;8.282221;8.285993,,,
l17789,204.298982;2.481318;8.630209,,,
l17792,198.464245;7.411218;8.580891,,,
l17793,197.915094;7.752032;8.484180,,,
l17794,200.091027;0.477538;8.783749,,,
l17795,205.474355;1.068012;8.834325,,,
l17797,200.118783;4.703840;8.835645,,,
l17798,199.571031;5.265190;8.738272,,,
l17799,199.430009;5.930078;8.727176,,,
l17800,204.551604;6.508506;8.738806,,,
l17802,184.072908;6.528145;8.670461,,,
l17804,196.826073;3.681819;9.009316,,,
l17805,200.718579;3.900173;8.941137,,,
l17937,184.831713;-5.138121;2.106876,,,
l18045,196.442436;-6.596846;0.681758,,,
l18046,190.158385;14.208554;0.611374,,,
l18049,183.787184;-6.617792;1.110600,,,
l18051,197.461080;14.281670;1.454458,,,
l18060,171.879989;-6.977032;2.834574,,,
l18062,172.578727;-6.096810;3.108439,,,
l18063,197.353564;13.349120;3.061641,,,
l18069,192.565657;13.133716;3.461018,,,
l18070,188.655350;13.158071;3.775913,,,
l18072,188.191632;-5.282721;4.041979,,,
l18077,193.043067;13.249098;4.230313,,,
l18083,197.941737;13.360231;4.749299,,,
l18088,194.416958;12.209961;5.081316,,,
l18090,205.582527;-4.828611;5.411809,,,
l18092,193.089542;-4.292526;6.033213,,,
l18094,190.559830;11.880035;5.926591,,,
l18095,190.152351;10.287728;6.414395,,,
l18098,196.593476;-3.161090;6.635315,,,
l18100,199.275524;11.933172;6.542606,,,
l18103,191.008181;-3.283196;6.919410,,,
l18107,200.166600;-1.710727;7.257453,,,
l18108,204.325947;10.036370;7.233404,,,
l18113,198.501270;-1.039828;7.756145,,,
l18115,199.288057;-0.755989;7.913762,,,
l18118,185.682964;-2.930620;8.419640,,,
l18119,187.402558;0.595197;8.352868,,,
l18123,192.467807;0.693244;8.569843,,,
l18124,190.137115;0.860871;8.578418,,,
l18125,186.091398;1.597645;8.509691,,,
l18126,186.849159;6.232642;8.418615,,,
l18128,203.629596;1.325308;8.793205,,,
l18129,203.292707;6.095568;8.802683,,,
l18130,191.244490;-0.405656;8.904439,,,
l18132,203.836933;5.362840;8.892999,,,
l18133,209.362130;8.625216;9.027586,,,
l18135,207.989690;4.132054;9.705423,,,
l18345,196.037824;14.291595;0.606899,,,
l18347,182.955131;-6.124727;1.365840,,,
l18349,181.464679;13.007966;1.416154,,,
l18352,193.777270;-6.137215;1.862564,,,
l18353,195.245201;14.009789;1.996744,,,
l18354,196.610053;14.062349;2.056655,,,
l18358,192.313951;-5.096463;2.929961,,,
l18361,190.863794;13.150876;3.612702,,,
l18366,194.983297;13.498720;4.047333,,,
l18367,190.269920;-5.244272;4.358779,,,
l18369,195.683653;12.852480;4.795830,,,
l18370,201.645052;13.773775;4.754245,,,
l18371,194.820948;-4.688986;5.688840,,,
l18375,203.969329;12.798655;5.842323,,,
l18376,200.637421;12.510808;6.211625,,,
l18377,202.888391;-4.053116;6.295860,,,
l18384,199.896613;10.269513;6.776599,,,
l18386,188.445623;9.321166;6.956081,,,
l18391,200.706101;-1.796631;7.455999,,,
l18393,200.702458;-1.128819;7.448113,,,
l18395,198.408070;9.615496;7.238491,,,
l18396,205.305432;-3.662281;7.540268,,,
l18397,194.459644;-1.631920;7.466009,,,
l18398,197.671979;-1.379832;7.544795,,,
l18399,195.977472;-1.224232;7.837468,,,
l18400,195.273117;8.403813;7.931478,,,
l18404,194.654399;5.847226;8.302120,,,
l18405,211.076446;-2.202085;8.557080,,,
l18408,195.757482;4.355848;8.530335,,,
l18409,203.272760;2.432184;8.812336,,,
l18410,207.246253;2.757243;8.782667,,,
l18413,203.794524;0.750259;8.917613,,,
l18416,190.135742;6.608475;8.904143,,,
l18417,191.811332;6.627751;8.831055,,,
l18418,207.594063;8.926208;9.012053,,,
l18420,191.456144;3.637696;9.144144,,,
l18421,211.278219;1.285995;9.589429,,,
l18422,207.563543;4.049275;9.803930,,,
l18423,212.124167;4.504531;9.794412,,,
l18424,212.559489;6.502092;9.925072,,,
l18619,187.258203;-7.717396;0.598102,,,
l18620,184.632920;-7.173647;0.586319,,,
l18621,199.074420;-6.184896;0.641282,,,
l18626,200.381269;-5.848517;1.316197,,,
l18627,199.924162;-5.117280;1.299895,,,
l18629,187.573533;-6.031980;1.397526,,,
l18630,210.189450;-4.993737;1.561669,,,
l18631,184.550051;13.199678;1.387267,,,
l18633,196.972104;-5.111928;1.819868,,,
l18635,203.848058;14.254940;2.205352,,,
l18638,191.152609;13.999060;2.211981,,,
l18641,183.400896;13.286040;2.583289,,,
l18643,198.700815;-4.781337;3.164388,,,
l18648,199.995122;13.418470;3.456015,,,
l18652,206.936012;-4.480397;3.906185,,,
l18657,198.655160;13.394928;4.036592,,,
l18660,199.047352;13.583029;4.791564,,,
l18667,198.052576;-5.069389;5.627593,,,
l18670,199.225053;-4.864126;5.829359,,,
l18671,186.030181;11.109310;5.732619,,,
l18672,207.149561;13.056112;5.786806,,,
l18676,197.237231;12.275988;5.826598,,,
l18677,197.939318;-4.409879;6.221383,,,
l18680,204.982083;12.730840;6.321101,,,
l18681,205.666236;12.645690;6.418653,,,
l18686,207.337981;12.429874;6.658281,,,
l18687,208.098322;12.332634;6.768031,,,
l18688,209.693427;12.124543;6.999425,,,
l18689,206.846447;-3.220944;7.154144,,,
l18691,204.760193;11.246957;7.032232,,,
l18694,196.883112;8.604382;8.113693,,,
l18702,209.918057;-0.592971;8.576081,,,
l18703,193.529406;0.693087;8.532207,,,
l18706,197.565442;5.315250;8.738730,,,
l18707,198.485454;0.130386;8.874434,,,
l18712,210.795889;6.600789;9.780118,,,
l18991,194.864745;-6.871139;0.596422,,,
l18992,208.012100;-5.552592;0.644889,,,
l18996,187.661722;-7.353518;0.914262,,,
l18997,175.439153;13.470105;0.765885,,,
l19002,201.140962;-5.905953;1.231824,,,
l19003,190.957368;-5.519163;1.370122,,,
l19007,180.239645;-6.703561;1.567940,,,
l19014,204.807233;14.291541;2.078714,,,
l19020,182.051202;13.302330;2.563302,,,
l19024,184.310764;13.403198;2.755289,,,
l19025,205.815538;14.217356;2.890704,,,
l19029,201.541859;13.561799;3.283299,,,
l19030,178.475980;12.620179;3.472168,,,
l19033,200.624579;13.493158;3.869165,,,
l19038,191.551882;13.170483;4.447772,,,
l19047,186.850615;13.193657;5.074998,,,
l19051,206.069024;13.694908;5.220194,,,
l19056,187.457994;11.637480;5.776966,,,
l19071,203.277237;-3.546775;7.924066,,,
l19075,206.009640;9.305686;8.062915,,,
l19076,208.919463;-2.637126;8.483404,,,
l19077,197.075901;0.490109;8.541422,,,
l19078,196.793122;5.358647;8.635685,,,
l19080,202.416750;0.352553;8.994908,,,
l19082,199.771010;1.968610;8.853531,,,
l19088,210.451046;7.371181;9.806470,,,
l19452,208.958334;-7.606152;0.348405,,,
l19847,209.213717;15.171072;0.498839,,,
l19848,213.145300;15.826720;0.512298,,,
l19850,204.972026;-6.349164;1.012121,,,
l19852,210.078664;15.208837;1.152390,,,
l19853,212.145542;15.489770;1.201913,,,
l19855,201.855217;14.254228;1.453574,,,
l19856,195.897360;-6.738626;1.686535,,,
l19857,206.584676;-6.047777;1.554491,,,
l19858,209.449656;-5.952649;1.685267,,,
l19860,204.460046;-4.847683;1.894399,,,
l19862,192.928277;-6.575776;1.936519,,,
l19864,193.186842;-6.660295;2.472925,,,
l19865,186.410020;-6.513496;2.355451,,,
l19867,209.902204;14.732097;2.430636,,,
l19868,210.817058;14.862750;2.490335,,,
l19870,185.302809;-6.659630;2.487975,,,
l19871,198.518282;13.204532;2.570393,,,
l19875,214.468445;15.270096;2.727705,,,
l19876,215.487274;15.346587;2.793574,,,
l19877,206.529328;-5.563871;3.056916,,,
l19878,202.214624;-4.763058;2.970139,,,
l19879,202.818341;-4.764253;3.049226,,,
l19881,208.155991;14.276593;2.918506,,,
l19882,196.655053;-5.512563;3.210807,,,
l19883,208.944102;-5.029605;3.308917,,,
l19885,211.751714;14.886683;3.231304,,,
l19886,200.090875;-4.941025;3.443187,,,
l19887,207.800292;14.246977;3.491872,,,
l19889,198.444833;-5.498548;3.891151,,,
l19891,206.249630;-5.424006;4.028017,,,
l19892,203.392538;-5.319322;4.033468,,,
l19893,211.818921;14.630828;3.911159,,,
l19894,213.231813;14.759675;4.060420,,,
l19895,211.832884;-5.402536;4.261290,,,
l19896,205.134041;-5.260889;4.333513,,,
l19897,203.698002;-5.114904;4.530633,,,
l19898,198.030340;-5.108546;4.452467,,,
l19899,199.190442;-5.086115;4.378792,,,
l19902,207.258386;13.841906;4.602178,,,
l19903,195.855891;-5.199118;4.830344,,,
l19904,213.923291;15.111166;4.881000,,,
l19906,209.036708;-4.830078;5.001075,,,
l19907,209.657317;13.774650;4.928352,,,
l19909,208.875796;13.491623;5.425481,,,
l19911,201.430005;-5.190864;5.756933,,,
l19914,208.771459;13.043555;5.996957,,,
l19916,214.062445;14.568350;6.344094,,,
l19919,206.460261;-3.977522;7.650673,,,
l19920,208.474320;-3.387214;7.669649,,,
l19922,209.778061;-3.363385;8.050160,,,
l19923,204.693817;9.128665;8.051280,,,
l19924,206.535359;-3.446180;8.188772,,,
l19929,210.167521;-2.609531;8.755961,,,
l19932,211.645728;0.450949;9.833063,,,
l20572,210.575610;-7.630198;0.567318,,,
l20641,207.385236;14.284063;2.361840,,,
l20737,206.927396;14.979373;0.575566,,,
l20766,206.983294;14.126509;2.931931,,,
l20783,209.781799;13.851988;4.934219,,,
l20838,214.734308;15.137644;4.062860,,,
l20843,209.935280;15.567938;0.942097,,,
l20845,213.324811;-5.704375;1.696890,,,
l20847,210.842786;-5.013029;1.565604,,,
l20851,211.043612;-5.651559;1.854021,,,
l20852,212.718107;15.394246;2.058963,,,
l20854,216.214184;16.904247;1.545693,,,
l20855,218.608854;17.173736;2.579896,,,
l20856,215.238126;16.567921;2.307002,,,
l20857,213.800893;-5.272427;2.642458,,,
l20859,215.103443;15.651098;2.608980,,,
l20860,211.547217;15.194233;1.983681,,,
l20862,219.428651;17.325760;2.651038,,,
l20863,211.158466;15.053702;2.977162,,,
l20864,215.956966;15.792777;2.688606,,,
l20865,216.842994;16.770032;2.859360,,,
l20871,216.922441;15.541587;3.574125,,,
l20873,215.909126;15.297865;3.834515,,,
l20874,217.473404;15.901232;4.119381,,,
l20875,220.811340;16.990124;3.718925,,,
l20876,209.781663;14.092417;4.341749,,,
l20877,218.882800;16.510505;3.925782,,,
l20878,213.146681;15.153860;4.635305,,,
l20879,219.515247;16.661202;4.498185,,,
l20880,210.936484;15.151695;5.108972,,,
l20882,212.359261;14.989167;4.498783,,,
l20883,216.225975;16.327699;4.899221,,,
l20887,210.880451;16.641996;5.942403,,,
l20889,217.417873;16.871285;5.643378,,,
l20890,216.852387;16.898181;6.022136,,,
v0,,,-0.106526;0.044083;-0.026033,
v1,,,0.570503;0.105354;-0.015637,
v2,,,2.806642;0.063503;0.011492,
v3,,,4.564838;0.094424;0.028137,
v4,,,5.545966;0.085934;0.032832,
v5,,,5.645187;0.065905;0.036621,
v6,,,5.659395;0.046656;0.041916,
v7,,,5.660362;0.029893;0.046511,
v8,,,5.660739;0.013968;0.049249,
v9,,,5.667631;0.002261;0.051724,
v10,,,5.676788;-0.008604;0.055211,
v11,,,5.692661;-0.018023;0.055107,
v12,,,5.705538;-0.024596;0.054280,
v13,,,5.721911;-0.027102;0.053941,
v14,,,5.741841;-0.028883;0.051047,
v15,,,5.760252;-0.030625;0.050325,
v16,,,5.778157;-0.027834;0.049286,
v17,,,5.807152;-0.025636;0.044601,
v18,,,5.826079;-0.026332;0.036524,
v19,,,5.844518;-0.021586;0.033487,
v20,,,5.867185;-0.017453;0.027881,
v21,,,5.883676;-0.016472;0.029076,
v22,,,5.897916;-0.014843;0.027433,
v23,,,5.911235;-0.016987;0.021816,
v24,,,5.922240;-0.011361;0.019679,
v25,,,5.929093;-0.011420;0.018110,
v26,,,5.937298;-0.015418;0.016960,
v27,,,5.946065;-0.018372;0.014723,
v28,,,5.951191;-0.023171;0.010362,
v29,,,5.961135;-0.032270;0.008530,
v30,,,5.968875;-0.037601;0.004801,
v31,,,5.982002;-0.044008;0.000181,
v32,,,5.992657;-0.048090;-0.000972,
v33,,,6.005205;-0.052617;-0.001694,
v34,,,6.014314;-0.058430;-0.001913,
v35,,,6.023300;-0.056127;-0.004477,
v36,,,6.031266;-0.056290;-0.006452,
v37,,,6.035992;-0.053205;-0.004995,
v38,,,6.038028;-0.047476;-0.004436,
v39,,,6.036561;-0.045857;-0.005530,
v40,,,6.037171;-0.039332;-0.009240,
v41,,,6.027596;-0.029839;-0.008740,
v42,,,6.018346;-0.016282;-0.006816,
v43,,,6.009633;-0.000218;-0.011119,
v44,,,5.998990;0.014488;-0.015392,
v45,,,5.988055;0.028659;-0.015910,
v46,,,5.976900;0.041271;-0.022444,
v47,,,5.964715;0.056505;-0.024977,
v48,,,5.952873;0.071504;-0.026826,
v49,,,5.937233;0.083619;-0.027722,
v50,,,5.922236;0.096352;-0.031088,
v51,,,5.909035;0.111388;-0.030945,
v52,,,5.896906;0.123696;-0.029743,
v53,,,5.884257;0.137935;-0.029810,
v54,,,5.872161;0.153467;-0.032764,
v55,,,5.864264;0.170127;-0.034401,
v56,,,5.855567;0.183125;-0.041153,
v57,,,5.854603;0.197581;-0.042087,
v58,,,5.854571;0.212349;-0.045564,
v59,,,5.856019;0.230860;-0.047850,
v60,,,5.854851;0.248680;-0.053309,
v61,,,5.855115;0.254220;-0.055074,
v62,,,5.850809;0.344220;-0.062893,
v63,,,5.848827;0.346998;-0.062914,
v64,,,5.849071;0.349136;-0.061981,
x0,,-0.000000;0.000000;-0.000000;0.001935;-0.010660;-0.000038;0.300000;-0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000;0.300000;-0.000000;0.000000;-0.000000;0.000000;0.000000;-0.000000;0.001000;-0.000000;-0.000000;-0.000000;-0.000000;0.000000;-0.000000;0.000036;-0.000000;0.000017;-0.000000;-0.000000;-0.000000;-0.000000;0.000035;0.000000;-0.000000;0.000000;-0.000000;0.000017;0.000000;0.000999,,
x1,,0.129050;0.045059;-0.012108;0.001902;-0.010036;0.011037;0.302445;-0.000003;0.000903;-0.000000;-0.000082;-0.000023;-0.000003;0.302482;-0.000291;0.000085;0.000000;0.000181;0.000903;-0.000291;0.003720;0.000001;0.000003;-0.000000;-0.000000;0.000085;0.000001;0.000028;-0.000000;0.000014;-0.000082;0.000000;0.000003;-0.000000;0.000028;0.000001;-0.000023;0.000181;-0.000000;0.000014;0.000001;0.001003,,
x2,,2.810796;0.175098;-0.014375;0.002504;-0.007096;0.049804;0.330008;0.000104;0.002170;0.000000;-0.000064;0.000032;0.000104;0.338813;-0.000607;0.000088;0.000006;0.002972;0.002170;-0.000607;0.038803;0.000000;-0.000021;-0.000006;0.000000;0.000088;0.000000;0.000016;-0.000000;0.000008;-0.000064;0.000006;-0.000021;-0.000000;0.000016;0.000002;0.000032;0.002972;-0.000006;0.000008;0.000002;0.001011,,
x3,,7.292559;0.269698;0.010106;0.003419;-0.004022;0.013518;0.376513;-0.000672;0.001410;0.000000;-0.000068;-0.000096;-0.000672;0.433083;-0.000934;0.000100;0.000025;0.007561;0.001410;-0.000934;0.092419;0.000000;-0.000034;-0.000021;0.000000;0.000100;0.000000;0.000013;-0.000000;0.000005;-0.000068;0.000025;-0.000034;-0.000000;0.000013;0.000003;-0.000096;0.007561;-0.000021;0.000005;0.000003;0.001018,,
x4,,12.377384;0.361538;0.039766;0.003597;-0.001521;0.001445;0.436392;-0.003203;-0.001442;-0.000000;-0.000150;-0.000266;-0.003203;0.596917;-0.001343;0.000165;0.000043;0.012779;-0.001442;-0.001343;0.152733;0.000000;-0.000035;-0.000036;-0.000000;0.000165;0.000000;0.000013;-0.000000;0.000001;-0.000150;0.000043;-0.000035;-0.000000;0.000013;0.000003;-0.000266;0.012779;-0.000036;0.000001;0.000003;0.001025,,
x5,,15.742007;0.407381;0.060626;0.003423;-0.000177;-0.004109;0.484025;-0.006078;-0.004485;-0.000001;-0.000235;-0.000396;-0.006078;0.742454;-0.001694;0.000230;0.000052;0.016252;-0.004485;-0.001694;0.196967;0.000000;-0.000028;-0.000044;-0.000001;0.000230;0.000000;0.000013;-0.000000;-0.000000;-0.000235;0.000052;-0.000028;-0.000000;0.000013;0.000003;-0.000396;0.016252;-0.000044;-0.000000;0.000003;0.001030,,
x6,,19.229462;0.441788;0.085464;0.003078;0.000928;-0.007437;0.541914;-0.009553;-0.008705;-0.000001;-0.000346;-0.000512;-0.009553;0.926433;-0.002041;0.000314;0.000058;0.019869;-0.008705;-0.002041;0.248287;-0.000001;-0.000016;-0.000048;-0.000001;0.000314;-0.000001;0.000013;-0.000000;-0.000002;-0.000346;0.000058;-0.000016;-0.000000;0.000013;0.000003;-0.000512;0.019869;-0.000048;-0.000002;0.000003;0.001036,,
x7,,22.532002;0.463969;0.111370;0.002794;0.001723;-0.004185;0.604650;-0.010432;-0.013658;-0.000002;-0.000467;-0.000485;-0.010432;1.132026;-0.002342;0.000407;0.000061;0.023317;-0.013658;-0.002342;0.302316;-0.000001;-0.000001;-0.000050;-0.000002;0.000407;-0.000001;0.000013;-0.000000;-0.000003;-0.000467;0.000061;-0.000001;-0.000000;0.000013;0.000003;-0.000485;0.023317;-0.000050;-0.000003;0.000003;0.001042,,
x8,,26.022274;0.477550;0.140580;0.002447;0.002386;-0.004905;0.679078;-0.013142;-0.019754;-0.000002;-0.000606;-0.000535;-0.013142;1.381952;-0.002641;0.000515;0.000062;0.026979;-0.019754;-0.002641;0.365272;-0.000002;0.000016;-0.000049;-0.000002;0.000515;-0.000002;0.000014;-0.000000;-0.000004;-0.000606;0.000062;0.000016;-0.000000;0.000014;0.000002;-0.000535;0.026979;-0.000049;-0.000004;0.000002;0.001048,,
