key,landmark(x;y;z),pose(x;y;z;r;p;y;cov[36]),velocity(u;v;w),bias(bu;bv;bw;br;bp;by)
l6577,101.939262;-2.947753;5.032525,,,
l6578,110.666245;-0.711400;5.235427,,,
l6579,114.945892;5.902302;5.682784,,,
l6580,101.923630;-2.417817;5.618611,,,
l6584,105.537399;6.602314;5.966775,,,
l6585,120.683136;7.887776;5.926273,,,
l6587,122.464516;2.782323;5.884256,,,
l6591,116.896500;7.425380;6.170195,,,
l6595,123.482162;1.355734;5.979178,,,
l6596,118.199364;4.868823;6.223229,,,
l6597,122.555824;6.660939;6.146431,,,
l6599,106.155937;0.562022;6.329265,,,
l7048,110.297630;-6.570408;-3.306546,,,
l7049,96.867966;-6.748366;-3.237989,,,
l7050,107.227310;-6.521334;-3.281931,,,
l7051,112.360031;-6.244693;-3.287351,,,
l7052,114.558563;-6.093795;-3.286445,,,
l7053,115.238564;-5.890409;-3.270554,,,
l7054,116.026291;-5.787146;-3.265328,,,
l7056,111.224663;15.002533;-1.163538,,,
l7057,97.528778;-6.616471;-2.897353,,,
l7059,107.474869;-6.229207;-2.724886,,,
l7060,108.249237;4.621496;-1.648839,,,
l7061,111.321587;-6.600782;-2.703394,,,
l7062,112.664490;-6.258698;-2.651419,,,
l7066,101.425858;-5.060105;-2.308338,,,
l7067,116.600616;-4.678647;-2.442055,,,
l7068,113.277054;14.701213;-0.503484,,,
l7069,115.426659;14.681593;-0.476675,,,
l7070,91.089592;-5.191500;-2.056220,,,
l7072,106.275719;-6.042068;-2.221948,,,
l7077,90.092026;-5.360377;-1.946189,,,
l7078,91.817390;-5.119581;-1.998116,,,
l7079,129.911911;14.762911;-0.263089,,,
l7081,113.719864;-5.514431;-1.907382,,,
l7083,84.637901;-5.728336;-1.755541,,,
l7084,113.186310;-4.855670;-1.867089,,,
l7087,107.241798;-6.119976;-1.670614,,,
l7088,113.860390;14.307682;0.174372,,,
l7089,116.877899;14.390450;0.285972,,,
l7091,104.102631;-6.174290;-1.391597,,,
l7093,110.341011;13.613505;0.613965,,,
l7094,111.654770;13.696669;0.694128,,,
l7097,129.592484;14.286924;0.718425,,,
l7099,109.847740;-4.707864;-0.831350,,,
l7100,116.834946;13.558822;0.956694,,,
l7101,103.030609;-5.671419;-0.567794,,,
l7102,110.257507;13.418350;1.222494,,,
l7103,96.030449;-6.235181;-0.175514,,,
l7105,94.482300;-5.546126;-0.197799,,,
l7108,114.821754;13.586841;1.581681,,,
l7111,129.611862;14.051609;1.731229,,,
l7112,92.875175;-5.743499;0.235739,,,
l7113,93.706932;-5.790640;0.179805,,,
l7115,115.353180;-4.688985;0.302725,,,
l7121,97.805511;-4.855251;0.830541,,,
l7122,130.019318;13.310773;2.713438,,,
l7123,119.378304;13.716042;2.772287,,,
l7124,131.959106;12.637614;2.783346,,,
l7125,131.134567;12.848892;2.744173,,,
l7129,116.525871;13.000361;3.166795,,,
l7131,123.800285;13.495499;3.173543,,,
l7133,111.979523;12.107021;3.175731,,,
l7134,111.243370;-4.707228;1.712521,,,
l7135,109.514412;11.701842;3.398337,,,
l7137,122.060150;-5.064586;1.800276,,,
l7138,109.207977;-4.626947;1.950043,,,
l7140,130.287125;11.309661;3.536220,,,
l7143,131.402512;10.877129;3.594937,,,
l7144,105.924530;11.509288;3.923878,,,
l7146,119.997429;-4.615522;2.381812,,,
l7148,120.626503;-4.404591;2.490509,,,
l7149,109.533165;-4.175039;2.620652,,,
l7150,112.715340;-4.020859;2.653702,,,
l7151,111.201561;10.966146;4.197514,,,
l7152,111.154030;11.812494;4.338985,,,
l7153,108.200500;-4.030093;2.902993,,,
l7155,111.711960;11.376898;4.361414,,,
l7157,111.275711;-3.755921;3.017067,,,
l7158,130.371017;9.753659;4.397522,,,
l7159,125.691940;-3.399098;3.317936,,,
l7161,112.432404;-3.041266;3.313784,,,
l7162,132.243607;8.877570;4.519643,,,
l7163,114.549820;9.240192;4.525200,,,
l7164,118.424850;9.885684;4.542303,,,
l7166,123.362396;11.167703;4.631384,,,
l7168,113.200165;-2.661960;3.506726,,,
l7169,132.092255;11.053987;4.775720,,,
l7170,128.255051;-2.805700;3.747669,,,
l7172,118.362808;-1.462720;3.941163,,,
l7173,128.911804;-2.239869;3.895517,,,
l7174,118.719528;-2.061538;3.957252,,,
l7175,129.575912;-1.720038;4.041487,,,
l7176,113.746231;-1.440779;4.400845,,,
l7177,116.088829;-1.465582;4.226609,,,
l7178,130.567886;7.703007;5.215330,,,
l7179,132.314087;-0.079640;4.604050,,,
l7180,131.645279;7.191916;5.310070,,,
l7182,133.618637;2.354853;5.047317,,,
l7183,133.410583;5.838379;5.407127,,,
l7184,117.416939;8.485162;5.727864,,,
l7185,128.498550;-0.836042;4.956764,,,
l7186,116.176567;-0.748412;5.042768,,,
l7190,111.639008;0.416502;5.347784,,,
l7191,109.691216;0.986112;5.455369,,,
l7194,123.184921;8.323255;6.012344,,,
l7195,108.021210;0.431234;5.449806,,,
l7196,121.092293;0.916990;5.537211,,,
l7197,121.207275;1.939293;5.672241,,,
l7198,124.748116;2.469326;5.572095,,,
l7199,121.018944;5.521396;6.068125,,,
l7200,120.447960;6.472639;6.075195,,,
l7201,130.214737;7.091627;6.132282,,,
l7202,126.113945;1.363918;5.715926,,,
l7203,121.663307;4.762515;6.107589,,,
l7204,117.521614;5.658316;6.115185,,,
l7206,130.722382;6.701717;6.169059,,,
l7207,111.389076;2.757853;6.196339,,,
l7208,118.633560;3.264705;6.064042,,,
l7210,122.498734;4.101253;6.204272,,,
l7211,126.179390;7.816858;6.511234,,,
l7212,133.236282;3.457711;6.211939,,,
l7213,129.102173;0.468078;6.200571,,,
l7214,129.819489;3.871589;6.710864,,,
l7215,129.671646;4.811276;6.794048,,,
l7480,100.950409;-6.911759;-3.414647,,,
l7481,101.622505;-6.990975;-3.422585,,,
l7483,117.022614;-5.568513;-3.269182,,,
l7484,129.207489;14.721108;-1.163149,,,
l7485,117.216393;15.158709;-1.122574,,,
l7487,110.095749;15.015145;-1.140259,,,
l7488,122.807922;15.790745;-1.054908,,,
l7489,100.162231;-7.054832;-3.110233,,,
l7492,106.423798;5.054261;-1.752228,,,
l7497,129.284454;15.687029;-0.092747,,,
l7498,126.793182;15.773415;-0.135229,,,
l7499,91.534775;-6.284829;-2.323394,,,
l7501,103.297272;14.108924;0.128760,,,
l7504,95.146027;14.459827;0.194500,,,
l7505,102.364975;-6.195197;-1.928117,,,
l7506,118.927788;14.264966;0.283027,,,
l7511,136.122025;-4.306675;-0.998570,,,
l7513,107.946976;-6.353653;-0.540371,,,
l7516,128.523117;14.577074;1.668633,,,
l7520,110.289001;-4.416291;0.406171,,,
l7522,88.666748;12.597259;2.256130,,,
l7526,133.749420;13.173443;2.882992,,,
l7527,132.619522;13.538660;2.833797,,,
l7528,131.869568;13.722667;2.794025,,,
l7533,123.914589;-4.211955;1.692324,,,
l7534,128.395798;13.210891;3.382283,,,
l7535,98.503693;12.522659;3.422329,,,
l7536,129.932251;12.282685;3.418761,,,
l7537,113.253784;-4.569981;2.013412,,,
l7539,113.614006;-5.241384;2.040128,,,
l7540,136.937622;-3.073498;2.421600,,,
l7541,118.912331;13.156302;3.902700,,,
l7542,128.006165;12.870694;4.238049,,,
l7543,115.938614;-4.306859;2.560693,,,
l7544,128.828476;12.746701;4.324739,,,
l7545,105.534943;-4.843820;2.640217,,,
l7547,112.504112;10.424556;4.374216,,,
l7549,104.848976;-4.884438;2.859301,,,
l7552,132.876968;10.061603;4.475273,,,
l7554,124.936653;12.299772;4.646828,,,
l7555,125.697258;12.190819;4.742901,,,
l7556,134.174484;9.526656;4.573657,,,
l7557,121.473251;11.127205;4.759639,,,
l7559,127.292908;11.958055;4.945162,,,
l7562,103.739525;10.307489;4.880051,,,
l7563,128.135590;11.835117;5.052667,,,
l7564,116.270477;9.448640;4.988140,,,
l7565,131.431183;8.518872;5.083703,,,
l7566,116.986885;9.313708;5.117629,,,
l7567,130.850861;11.241261;5.373512,,,
l7568,122.934196;-3.435830;4.017578,,,
l7572,117.036339;-1.180483;4.389809,,,
l7573,119.842537;-0.828681;4.373038,,,
l7574,133.106308;7.912640;5.259553,,,
l7575,135.565872;3.325067;5.075095,,,
l7576,135.139450;7.094353;5.465889,,,
l7577,128.470001;8.944974;5.633804,,,
l7578,129.438873;7.700227;5.628881,,,
l7580,114.202278;8.189964;5.626541,,,
l7583,115.171310;8.178251;5.876027,,,
l7584,124.902092;8.882999;5.877016,,,
l7585,127.503815;-2.071066;5.051954,,,
l7587,118.220123;0.663179;5.583463,,,
l7588,117.985840;1.586830;5.627245,,,
l7589,118.195427;2.187141;5.757410,,,
l7591,118.555840;-0.062800;5.595321,,,
l7593,129.693588;8.488879;6.759140,,,
l7595,132.011017;5.146110;6.761817,,,
l7596,128.675720;4.476424;6.956986,,,
l7597,128.559372;5.326819;7.043703,,,
l7598,134.548111;2.788797;6.979609,,,
l7819,103.246422;-6.815768;-3.356329,,,
l7820,111.188744;4.918195;-2.274479,,,
l7822,119.442406;15.196198;-1.349795,,,
l7823,121.002953;15.363953;-1.359911,,,
l7824,123.960747;15.574168;-1.390308,,,
l7825,126.095726;15.604529;-1.424892,,,
l7829,119.682678;-4.523724;-2.773906,,,
l7830,120.113365;14.760419;-0.707282,,,
l7832,123.994095;15.502116;-0.614443,,,
l7833,108.616516;-6.277843;-2.570456,,,
l7834,127.274193;15.535354;-0.602419,,,
l7837,119.432182;-4.455429;-2.139891,,,
l7838,119.827812;14.258175;-0.074063,,,
l7843,119.246689;13.820891;0.536693,,,
l7849,107.633690;-5.124228;-0.573759,,,
l7851,120.431252;13.700046;1.273845,,,
l7852,108.854538;-6.010341;-0.463622,,,
l7854,107.375015;-4.534230;-0.198071,,,
l7857,113.323936;-4.324387;0.212733,,,
l7858,118.107140;13.626726;2.440297,,,
l7859,125.107903;13.881301;2.400291,,,
l7860,136.439850;13.351969;2.274073,,,
l7864,114.241875;-4.993131;1.346569,,,
l7867,116.182571;-5.071350;1.682337,,,
l7868,123.527130;-4.887456;1.530923,,,
l7871,139.578308;10.341137;3.200370,,,
l7873,123.479935;12.589729;3.608038,,,
l7875,118.117599;12.161970;4.184392,,,
l7876,137.450821;-3.338275;2.516231,,,
l7877,137.024933;9.808259;3.938848,,,
l7879,124.486641;11.832209;4.408387,,,
l7881,139.857269;-2.082110;2.909827,,,
l7884,126.191841;11.637507;4.634547,,,
l7886,121.927628;-1.269344;3.698608,,,
l7887,133.577957;8.504307;4.343351,,,
l7888,122.427994;-4.099227;3.569537,,,
l7890,129.951996;8.329800;4.719774,,,
l7891,113.595718;8.495709;4.968723,,,
l7892,124.575172;9.470604;4.833532,,,
l7893,137.478165;-1.902417;3.684470,,,
l7894,131.753418;-1.284476;3.869448,,,
l7895,138.014664;2.463984;4.209968,,,
l7897,114.678589;8.566586;5.264235,,,
l7900,134.071381;5.164781;4.950760,,,
l7901,139.532578;5.594545;4.779984,,,
l7902,139.481003;7.484282;5.007111,,,
l7903,139.085739;8.107699;5.033453,,,
l7904,134.571091;1.185145;4.569642,,,
l7905,134.541519;2.023086;4.656402,,,
l7906,129.407791;8.573071;5.551908,,,
l7907,131.131241;-0.236026;4.772156,,,
l7908,136.642227;0.184815;4.793769,,,
l7909,116.613388;1.210893;5.222631,,,
l7910,117.319862;0.567536;5.361443,,,
l7911,122.801514;-0.090029;5.441346,,,
l7912,116.625626;3.251664;6.102167,,,
l7913,129.389252;8.146220;6.374366,,,
l7916,125.795303;3.518456;6.609618,,,
l8119,119.068047;-5.551605;-3.358744,,,
l8121,97.106560;14.111646;-1.640965,,,
l8123,102.889732;15.221353;-1.513600,,,
l8125,103.660179;14.586293;-1.226106,,,
l8127,120.726166;-5.337889;-2.770059,,,
l8128,100.551651;-5.512539;-2.904504,,,
l8130,104.584221;-6.349021;-2.743713,,,
l8132,124.699348;-5.183173;-2.654677,,,
l8133,125.954742;-4.933697;-2.600430,,,
l8134,126.699081;-4.816324;-2.570873,,,
l8135,121.870209;15.587687;-0.744537,,,
l8138,121.098717;-4.209127;-1.532783,,,
l8139,117.887741;14.082924;0.134808,,,
l8143,133.842224;-5.147226;-0.728213,,,
l8144,133.825241;-4.496658;-0.675793,,,
l8145,119.135208;-4.298614;-0.624048,,,
l8146,110.925362;-4.729024;-0.478122,,,
l8147,141.345551;-3.553428;-0.072182,,,
l8148,126.440758;14.628949;1.481684,,,
l8149,121.442734;13.932141;1.610594,,,
l8150,125.369392;-4.889898;0.031971,,,
l8151,125.809982;-4.376341;0.118619,,,
l8152,112.313782;13.584317;1.598823,,,
l8153,123.287086;14.382065;1.864512,,,
l8155,119.234276;-4.557053;0.435289,,,
l8156,120.954773;-4.753810;0.690115,,,
l8157,139.136505;13.150001;2.407576,,,
l8159,122.848808;14.062988;2.446599,,,
l8162,126.226196;13.898376;2.843883,,,
l8163,135.335342;12.484051;2.905633,,,
l8165,114.690819;12.714835;3.289394,,,
l8170,143.256546;13.068457;3.852722,,,
l8175,140.069336;9.583999;4.092678,,,
l8178,117.686768;-4.547299;2.755393,,,
l8180,134.709076;10.746068;4.420504,,,
l8183,131.804840;-4.162267;3.240545,,,
l8184,136.187958;-3.695763;3.151621,,,
l8185,136.245438;9.468303;4.493898,,,
l8186,135.572098;10.199134;4.482589,,,
l8192,139.065826;-1.739284;3.764283,,,
l8194,128.553391;9.612113;4.861383,,,
l8195,140.772644;-0.725446;4.122721,,,
l8198,135.497864;-2.472477;4.032107,,,
l8199,142.429810;2.834001;4.721755,,,
l8200,129.666748;10.765840;5.252938,,,
l8203,137.141998;2.551886;4.784623,,,
l8204,142.719406;6.255682;5.130143,,,
l8206,126.465164;-3.314795;4.453360,,,
l8207,138.065842;6.013182;5.328174,,,
l8208,121.992218;-3.376187;4.580252,,,
l8209,124.619179;-3.191869;4.678882,,,
l8210,127.320770;-3.082877;4.680385,,,
l8211,134.050858;-2.101225;4.667492,,,
l8212,138.995728;-0.382079;4.841971,,,
l8216,138.642822;5.718384;5.398360,,,
l8218,140.570831;0.185515;5.179097,,,
l8219,140.631851;0.806623;5.247787,,,
l8220,140.172424;4.638699;5.554116,,,
l8222,126.927750;-0.575034;5.495734,,,
l8225,130.632172;0.170241;5.762308,,,
l8228,126.362160;8.978961;6.546730,,,
l8229,135.155579;1.443472;6.107210,,,
l8231,121.144974;2.986050;6.104097,,,
l8233,124.710793;8.058718;6.667527,,,
l8234,127.914940;7.492673;6.724168,,,
l8235,127.287605;0.168235;6.402518,,,
l8236,130.002213;1.775610;6.559857,,,
l8237,133.177948;2.074129;6.586190,,,
l8238,130.376602;2.841135;6.777982,,,
l8240,127.393257;4.746335;6.950963,,,
l8241,127.365601;5.772124;7.085324,,,
l8453,127.294212;-5.143799;-3.360598,,,
l8454,101.372467;15.059312;-1.227265,,,
l8455,105.063026;5.475173;-1.859880,,,
l8459,99.045982;13.555522;-0.827501,,,
l8463,107.131477;6.353124;-1.206378,,,
l8468,101.115532;-5.958611;-1.872071,,,
l8475,131.255585;-4.553780;-0.435474,,,
l8476,116.681328;-4.391313;-0.372999,,,
l8477,113.667175;13.685872;1.342693,,,
l8478,116.920036;-5.025276;0.062483,,,
l8479,130.829239;-4.908457;0.223117,,,
l8482,120.667763;14.151018;2.277161,,,
l8484,127.393608;14.187843;2.463693,,,
l8485,130.679733;-4.574764;0.946599,,,
l8490,127.591339;13.829004;3.147688,,,
l8492,118.793221;-4.654461;2.278072,,,
l8493,128.339401;11.508095;3.628788,,,
l8494,127.047470;12.684297;3.598574,,,
l8496,129.257416;11.166160;3.728863,,,
l8498,116.818962;-4.017849;3.112393,,,
l8499,146.303314;-0.890187;3.205155,,,
l8505,119.348213;10.523138;4.702241,,,
l8506,130.032440;11.749341;4.696476,,,
l8507,133.367950;-2.791389;3.748707,,,
l8511,145.241318;2.556815;4.403895,,,
l8514,136.506775;5.934936;5.153572,,,
l8515,140.312531;6.687810;5.023435,,,
l8516,147.000961;8.723518;5.295035,,,
l8518,137.920563;-0.121602;4.835206,,,
l8519,142.507126;4.827628;5.200920,,,
l8521,123.650337;-2.245648;4.810527,,,
l8522,137.352295;7.918007;5.552603,,,
l8525,139.047501;0.853754;5.138193,,,
l8527,131.885468;1.860808;5.351444,,,
l8530,121.645370;8.365597;6.064896,,,
l8533,125.291000;0.006147;6.112053,,,
l8536,125.914314;0.208741;6.338353,,,
l8537,127.951630;1.464839;6.431971,,,
l8539,128.199463;2.411304;6.606951,,,
l8541,128.512634;3.007700;6.770974,,,
l8707,106.439850;-6.974289;-3.702168,,,
l8710,105.215012;5.099776;-2.193009,,,
l8713,143.242935;-4.912360;-2.291342,,,
l8715,140.812042;14.480053;-0.338481,,,
l8716,147.731659;14.634015;-0.084221,,,
l8718,139.653549;-5.951022;-1.686824,,,
l8720,143.368729;-5.375991;-1.421402,,,
l8722,134.892120;14.256198;0.984398,,,
l8723,138.552185;-5.927598;-0.935884,,,
l8724,136.808151;13.973453;1.091930,,,
l8725,113.965218;13.210962;0.898654,,,
l8726,116.156540;-4.615324;-0.549652,,,
l8727,133.901764;13.787128;1.605941,,,
l8729,137.317856;13.695079;1.920702,,,
l8731,129.745331;-5.413533;0.293442,,,
l8736,145.066467;-4.674057;1.596918,,,
l8738,130.574066;-4.845450;1.747375,,,
l8739,131.181534;-4.726100;1.869421,,,
l8740,136.134766;-4.603379;2.038290,,,
l8741,132.666748;-4.509569;2.163733,,,
l8742,126.307182;-4.460482;2.094769,,,
l8746,144.913666;10.662430;4.228038,,,
l8747,143.905319;11.541514;4.203545,,,
l8749,140.975235;-2.817535;2.997445,,,
l8750,145.577698;10.430248;4.292009,,,
l8751,142.653152;-1.977694;3.355770,,,
l8752,134.671204;-3.492289;3.361370,,,
l8758,129.895996;-3.513538;3.634396,,,
l8759,133.185242;-3.436089;3.764811,,,
l8762,138.212708;-1.489643;4.285605,,,
l8768,144.264206;0.950605;4.865416,,,
l8769,139.982239;1.836098;5.001555,,,
l8771,150.411865;8.163691;5.792878,,,
l8775,136.444870;5.285982;5.458029,,,
l8777,138.064651;-0.565725;5.163522,,,
l8778,137.050659;7.440979;5.905386,,,
l8779,135.607407;-0.613210;5.350640,,,
l8780,135.629471;0.313200;5.448314,,,
l8781,148.325745;3.613122;5.936188,,,
l8782,131.857239;4.936897;5.732484,,,
l8784,133.493546;0.298158;5.623514,,,
l8785,132.725082;4.486043;5.913107,,,
l8787,132.858459;4.470001;6.684707,,,
l8789,131.827988;1.519350;6.698952,,,
l8961,124.267487;-6.704943;-3.661113,,,
l8962,136.781326;-5.799388;-3.385962,,,
l8963,141.542007;-5.533259;-3.288514,,,
l8964,143.102005;15.726577;-1.303747,,,
l8965,128.390350;15.477191;-1.552033,,,
l8972,128.355469;15.447386;-0.384153,,,
l8974,131.208939;14.336931;-0.359159,,,
l8975,141.652740;-5.396011;-1.681330,,,
l8976,139.108475;14.350654;0.078854,,,
l8977,136.723846;15.027309;0.020196,,,
l8980,126.986893;-5.080577;-1.540884,,,
l8981,144.662048;14.950093;0.456722,,,
l8984,128.909439;-4.876077;-0.809392,,,
l8985,120.256096;-4.411569;-0.795520,,,
l8986,133.150757;14.234633;1.075752,,,
l8987,127.551941;14.334506;1.138066,,,
l8988,127.854980;-4.646374;-0.419464,,,
l8990,139.322830;14.084822;1.649801,,,
l8991,119.863243;-5.097568;-0.193466,,,
l8993,122.949142;-4.738008;0.499975,,,
l8995,131.886810;-4.627664;0.756515,,,
l8997,154.515945;-3.826401;1.362098,,,
l8999,129.306931;-4.702596;1.410705,,,
l9001,138.194046;-4.453166;1.823195,,,
l9002,137.653015;12.535875;3.570415,,,
l9004,127.860962;-4.243697;2.165495,,,
l9005,142.466309;-3.019408;2.647896,,,
l9006,143.245453;-2.740956;2.801475,,,
l9007,147.783188;11.882601;4.159044,,,
l9008,127.422981;-4.121267;2.574157,,,
l9009,126.984901;-3.322972;2.990751,,,
l9010,153.817520;10.609042;4.874412,,,
l9011,126.819351;-3.885290;3.434025,,,
l9015,130.325668;-2.703818;4.037158,,,
l9021,134.021820;7.347355;5.605148,,,
l9022,149.300049;7.792991;5.873833,,,
l9023,151.016769;1.705162;5.535347,,,
l9024,150.889526;2.707749;5.610523,,,
l9025,135.045334;4.628552;5.501069,,,
l9029,140.526886;7.407149;5.777901,,,
l9030,144.683777;7.900075;5.910710,,,
l9031,129.565140;-0.520729;5.098567,,,
l9034,151.938309;5.452871;6.105458,,,
l9035,150.917603;6.502250;6.029302,,,
l9508,122.604408;-6.072821;-3.689832,,,
l9509,146.446899;-5.222814;-3.541785,,,
l9511,134.039856;-5.839469;-3.160332,,,
l9512,135.479782;-5.747884;-3.118488,,,
l9515,144.604050;-5.448467;-2.873194,,,
l9516,146.890457;-4.807103;-2.760447,,,
l9517,145.699463;15.234610;-0.866341,,,
l9518,146.704086;15.230708;-0.843572,,,
l9520,149.688110;14.960770;-0.801595,,,
l9522,159.830338;15.167933;-0.540702,,,
l9523,135.510635;15.061135;-0.545667,,,
l9525,127.827332;-5.410131;-2.230423,,,
l9526,125.169197;15.397058;-0.076763,,,
l9527,137.074020;-5.520815;-1.989073,,,
l9529,141.620102;14.204533;0.288853,,,
l9532,147.007874;14.135963;0.623754,,,
l9534,132.135071;-5.354136;-0.997430,,,
l9535,124.197906;-4.938929;-1.129181,,,
l9536,138.141708;14.091713;0.670277,,,
l9538,130.257538;-5.008449;-0.822718,,,
l9540,141.732010;14.004569;0.953623,,,
l9541,137.166168;-4.227024;-0.282931,,,
l9542,146.176224;14.063007;1.334619,,,
l9545,143.397583;-3.706277;-0.091988,,,
l9547,144.033859;14.155550;1.899513,,,
l9549,159.598221;13.842210;2.469192,,,
l9550,160.733017;13.305902;2.506526,,,
l9551,144.277832;13.099229;2.516557,,,
l9552,138.902313;-4.538130;1.083922,,,
l9553,152.750931;14.057454;2.812238,,,
l9554,139.533600;-4.538267;1.194554,,,
l9555,134.742889;-4.379545;1.356280,,,
l9557,138.737427;12.198404;2.929338,,,
l9558,142.895142;12.512212;2.964127,,,
l9559,141.594894;-3.967573;1.591141,,,
l9560,142.245377;-3.848838;1.713639,,,
l9561,137.021164;-4.085300;1.866414,,,
l9562,143.198425;-3.689387;1.892788,,,
l9563,160.097565;11.683256;3.321466,,,
l9564,141.053925;-3.604945;2.147347,,,
l9565,145.116135;-3.579083;2.240686,,,
l9566,150.957657;11.959264;4.093443,,,
l9567,143.467514;9.645210;4.048707,,,
l9569,161.034698;9.595097;4.257069,,,
l9570,160.060776;10.096537;4.186833,,,
l9571,145.876572;-2.130672;3.214493,,,
l9573,155.009811;10.698498;4.544595,,,
l9574,151.763184;-1.756279;3.565259,,,
l9575,147.594315;-0.994467;3.650533,,,
l9576,142.915604;8.993048;4.542577,,,
l9578,158.260818;-2.347267;3.676808,,,
l9579,158.884354;-1.390338;3.855156,,,
l9582,148.822021;-0.594953;3.932424,,,
l9583,161.264038;0.047860;4.356735,,,
l9584,161.047119;7.741478;5.119107,,,
l9585,160.346863;8.047231;5.045450,,,
l9587,161.790558;0.433284;4.474956,,,
l9589,143.100662;8.538379;5.222008,,,
l9591,151.595444;8.730129;5.525851,,,
l9592,143.274017;-0.120924;4.905468,,,
l9593,145.773163;-0.100731;4.835945,,,
l9594,145.519516;0.799055;4.853930,,,
l9597,142.002060;7.713048;5.514134,,,
l9598,152.482758;8.003829;5.606672,,,
l9601,153.847046;2.681702;5.260755,,,
l9602,149.912140;2.895734;5.318255,,,
l9603,146.018463;7.484006;5.774229,,,
l9604,159.534348;8.098181;5.973945,,,
l9606,147.063629;4.680107;5.658085,,,
l9607,150.770126;5.214386;5.774884,,,
l9608,139.007202;7.019207;5.859079,,,
l9609,159.816010;7.483023;5.950031,,,
l9610,160.565628;8.646965;6.224949,,,
l9612,162.509232;3.987069;6.040436,,,
l9613,158.834854;4.590586;6.475602,,,
l9866,129.796158;-5.641336;-3.589869,,,
l9867,159.994705;15.688560;-1.712639,,,
l9869,132.426575;-6.032211;-3.218740,,,
l9873,138.823120;-5.613204;-2.982976,,,
l9874,133.889542;14.643357;-1.660877,,,
l9876,148.839615;-4.845403;-2.594892,,,
l9878,147.896423;15.347091;-1.162233,,,
l9879,159.184021;-4.145539;-2.194154,,,
l9881,122.823822;-5.320395;-2.509964,,,
l9882,138.445038;-5.489617;-2.023217,,,
l9883,129.189911;-4.892494;-2.087288,,,
l9886,143.541718;14.634295;-0.084264,,,
l9887,166.173630;-4.102517;-0.879967,,,
l9891,133.245499;14.605803;0.114786,,,
l9892,134.948227;-4.622193;-0.612808,,,
l9893,139.353577;-3.868213;-0.385759,,,
l9894,159.862366;14.673676;1.126230,,,
l9895,142.493195;-4.230008;0.042753,,,
l9896,132.966354;-4.149637;-0.179299,,,
l9897,155.738510;-3.843308;0.244178,,,
l9902,162.993866;13.783087;2.323427,,,
l9903,162.227386;13.980330;2.267232,,,
l9904,152.050858;14.531268;2.159073,,,
l9905,145.443329;14.494290;2.086924,,,
l9906,164.141876;13.395303;2.399599,,,
l9907,147.200226;14.114613;2.274450,,,
l9912,139.983597;-3.816854;1.781122,,,
l9913,163.155045;11.733780;3.187531,,,
l9915,151.561310;-3.982429;2.113075,,,
l9918,145.572067;12.793411;3.257933,,,
l9919,156.022400;13.317184;3.392269,,,
l9920,149.681747;13.650244;3.327454,,,
l9921,152.395401;-3.525839;2.272766,,,
l9924,141.476120;11.715619;3.580296,,,
l9925,149.532288;11.840868;3.843438,,,
l9926,154.453201;12.897731;3.995627,,,
l9927,162.406006;10.584919;4.009935,,,
l9929,164.418869;9.766357;4.218904,,,
l9931,147.007629;-1.861294;3.478818,,,
l9932,148.379196;10.483992;4.198809,,,
l9933,152.571228;11.314757;4.333622,,,
l9935,158.220398;11.839460;4.485065,,,
l9936,160.498978;-2.374776;3.680835,,,
l9937,144.491287;-1.298189;3.541847,,,
l9941,161.988327;8.768588;4.788083,,,
l9943,163.291550;-0.398782;4.267670,,,
l9944,163.187607;8.307978;4.942754,,,
l9945,154.516632;-2.707421;4.345778,,,
l9947,165.538071;2.843736;4.871329,,,
l9948,165.261292;6.311437;5.106766,,,
l9949,153.718918;9.640868;5.199093,,,
l9950,153.097031;9.817225;5.090511,,,
l9951,149.566925;10.002535;5.146499,,,
l9952,159.659866;-0.299512;4.615839,,,
l9953,165.324753;7.261690;5.201283,,,
l9955,144.142166;8.904136;5.060004,,,
l9956,159.438187;9.562860;5.410081,,,
l9957,148.942139;0.230715;4.775316,,,
l9959,161.810822;6.594826;5.563381,,,
l9961,147.732971;0.490188;5.185598,,,
l9963,144.786484;4.756871;5.368314,,,
l9965,154.985931;1.472429;5.556827,,,
l9966,148.526367;4.967004;5.787419,,,
l9968,158.547638;9.272017;6.165096,,,
l9969,165.728424;2.974749;5.999958,,,
l9970,165.469833;3.570005;5.997464,,,
l9971,144.498932;4.146978;5.868686,,,
l9972,165.330994;4.499970;6.046572,,,
l9976,161.848984;5.343728;6.470827,,,
l9977,161.611710;6.441701;6.521651,,,
l10152,159.079498;15.091155;-1.415514,,,
l10153,137.086716;15.282667;-1.963767,,,
l10155,155.375702;16.236877;-1.410517,,,
l10156,159.002106;16.275656;-1.313965,,,
l10157,125.592018;-6.548290;-3.749987,,,
l10158,144.422638;15.303369;-1.171586,,,
l10161,159.111771;16.003078;-0.434143,,,
l10162,155.375839;16.174189;-0.589903,,,
l10163,157.392197;16.183285;-0.496301,,,
l10167,152.177658;15.086690;-0.086403,,,
l10169,130.955719;-5.452863;-2.292407,,,
l10170,149.064758;-3.880548;-1.428788,,,
l10174,168.187759;-3.311751;-0.695509,,,
l10176,167.605942;14.886796;0.929328,,,
l10178,146.979065;-3.986362;-1.032381,,,
l10179,123.851891;14.518971;0.026400,,,
l10182,148.041153;14.226716;0.887959,,,
