key,landmark(x;y;z),pose(x;y;z;r;p;y;cov[36]),velocity(u;v;w),bias(bu;bv;bw;br;bp;by)
l13498,177.939316;16.108921;-1.443297,,,
l13499,196.303894;-4.197081;-1.996594,,,
l13500,197.018570;-4.055562;-1.954466,,,
l13503,207.943588;-3.423904;-1.401072,,,
l13508,187.484894;-3.502702;-1.302165,,,
l13513,192.337051;15.123679;1.174923,,,
l13514,198.070160;-3.533485;0.412546,,,
l13517,193.899139;-3.457032;0.625788,,,
l13523,204.862030;-2.911760;2.123629,,,
l13525,180.050415;-3.710791;1.535021,,,
l13529,201.706604;14.349205;3.883281,,,
l13530,199.785751;-2.971783;3.058758,,,
l13532,200.431366;-2.756559;3.183704,,,
l13533,196.117416;-1.643507;3.195815,,,
l13538,202.143478;12.803858;4.685518,,,
l13539,197.823654;-0.473189;4.373850,,,
l13542,194.686371;0.653959;5.155491,,,
l13543,194.699371;4.023619;5.389291,,,
l13544,200.180954;10.657237;5.819290,,,
l13546,189.608795;7.886616;5.658620,,,
l13548,201.938782;9.938936;6.130497,,,
l13549,201.034454;10.303921;5.969148,,,
l13551,199.082504;8.609718;6.184588,,,
l13552,185.640579;8.944373;5.698176,,,
l13553,200.041168;2.527272;5.887600,,,
l13554,204.876816;2.944787;6.174891,,,
l13555,203.990128;4.057739;6.055780,,,
l13556,196.728241;6.826582;6.197709,,,
l13557,199.910873;8.079190;6.332775,,,
l13559,186.711838;9.125062;6.109034,,,
l13561,200.430939;7.270311;6.380005,,,
l13562,189.380402;7.951328;6.233406,,,
l13564,201.862595;5.465785;6.569119,,,
l13565,208.274368;1.993007;6.878103,,,
l13566,208.781326;6.527237;7.336424,,,
l13567,208.778519;7.289848;7.402556,,,
l13704,195.527298;-4.390578;-3.031017,,,
l13705,196.443558;16.464176;-1.607612,,,
l13706,197.303101;16.573612;-1.585756,,,
l13707,191.472153;16.565622;-1.684443,,,
l13708,177.494308;15.455356;-1.629638,,,
l13710,192.340408;16.206924;-1.066707,,,
l13711,195.132141;16.268692;-0.960921,,,
l13713,202.358124;16.823021;-0.652947,,,
l13714,207.334579;16.956730;-0.457639,,,
l13715,192.848831;-3.687805;-1.881752,,,
l13716,181.918610;-3.618287;-2.174829,,,
l13717,187.094009;-4.276093;-1.797763,,,
l13720,192.327057;-3.605808;-1.344748,,,
l13722,185.265839;-3.563371;-1.078350,,,
l13728,178.107971;-3.345345;-0.283024,,,
l13730,192.636932;-3.355722;0.412235,,,
l13731,192.970291;-2.684572;0.489065,,,
l13733,195.890686;15.112124;1.747950,,,
l13734,181.437241;14.880700;1.852998,,,
l13735,200.816391;15.554202;2.379293,,,
l13737,200.598434;15.150511;3.109191,,,
l13740,205.107407;14.449990;3.668356,,,
l13741,200.670670;14.436022;3.838254,,,
l13745,197.160675;-2.440002;3.157344,,,
l13746,205.508636;13.702063;4.543842,,,
l13747,206.856232;13.503829;4.744366,,,
l13752,197.934433;0.245064;4.157670,,,
l13754,196.546432;0.455361;4.516399,,,
l13755,194.997360;10.393995;5.095558,,,
l13756,198.932831;11.114520;5.425118,,,
l13757,192.686737;0.401965;4.700010,,,
l13758,193.327026;0.573472;4.907500,,,
l13761,202.423981;9.224405;6.009984,,,
l13762,193.141907;9.378265;5.762691,,,
l13763,197.787415;1.523724;5.623978,,,
l13764,200.735794;3.747290;5.849412,,,
l13766,196.497314;4.537206;6.192848,,,
l13767,208.827332;10.250552;6.659336,,,
l13768,212.758789;5.305223;7.032294,,,
l13895,180.630798;-4.820318;-3.541509,,,
l13898,198.901199;16.693575;-1.184094,,,
l13900,184.856125;-5.182621;-3.050282,,,
l13902,190.381546;-3.339196;-2.596426,,,
l13904,178.754120;-4.446319;-2.649250,,,
l13906,205.143417;17.086695;-0.085310,,,
l13909,196.576996;-3.106229;-1.622784,,,
l13912,201.245087;16.001175;0.332350,,,
l13915,198.212372;-3.023296;-0.862405,,,
l13919,184.297043;-4.060830;-0.652010,,,
l13921,183.473419;-4.126662;-0.487944,,,
l13926,187.375381;14.891994;1.512828,,,
l13928,203.957504;15.516303;2.902388,,,
l13929,188.184418;-3.133506;1.006479,,,
l13930,197.682220;-3.441441;1.529765,,,
l13934,193.655579;-3.481374;1.845681,,,
l13936,203.367783;15.130331;3.568836,,,
l13938,196.016785;14.243676;3.555844,,,
l13940,208.003311;14.667753;4.273026,,,
l13944,202.116165;13.840276;4.740858,,,
l13946,198.641937;13.538405;4.686127,,,
l13947,189.603561;-2.079728;3.252313,,,
l13948,194.391251;11.161901;4.562776,,,
l13954,201.786835;-2.339735;4.545918,,,
l13956,205.579834;10.831382;5.910600,,,
l13957,203.649933;-1.866734;5.056523,,,
l13959,202.959854;10.440759;6.029185,,,
l13961,204.416214;-1.676654;5.267300,,,
l13962,206.747818;0.802991;6.035712,,,
l13963,201.343903;1.537699;6.123205,,,
l13964,201.151062;2.662920;6.153480,,,
l13966,205.924942;8.714642;7.427664,,,
l13967,211.397110;3.696860;7.492158,,,
l13968,207.402740;6.114132;7.547191,,,
l13969,207.274841;6.835155;7.589272,,,
l13970,204.816055;5.015918;7.514760,,,
l13971,204.325623;5.362297;7.399042,,,
l14321,212.212463;17.564980;-0.809355,,,
l14322,203.846542;-4.324412;-2.274180,,,
l14324,206.938141;-3.751281;-1.409378,,,
l14327,203.964188;16.248573;0.115576,,,
l14329,191.121674;-4.371608;-1.289555,,,
l14332,203.487045;15.736458;1.311492,,,
l14333,204.242218;-3.625756;0.198796,,,
l14334,201.467987;15.350027;1.644109,,,
l14336,199.250580;-3.549007;0.507179,,,
l14338,201.275375;-3.362418;0.884115,,,
l14340,208.506317;15.612101;2.607984,,,
l14344,206.291306;14.964825;3.638946,,,
l14345,202.225113;-3.057463;2.211952,,,
l14349,208.736633;13.945459;4.684290,,,
l14358,207.671768;-1.322529;5.663885,,,
l14359,207.670135;-0.388884;5.716088,,,
l14363,204.000092;7.937414;6.744042,,,
l14364,207.573044;1.158493;6.507556,,,
l14368,209.547424;4.319989;7.438842,,,
l14369,212.722733;4.205694;7.623449,,,
l14526,210.919144;17.540609;-0.668764,,,
l14527,201.286926;-4.226139;-2.446016,,,
l14529,209.876999;17.178719;-0.059155,,,
l14530,186.208069;-3.572661;-2.833562,,,
l14536,206.523590;16.598576;0.265661,,,
l14538,186.435226;-3.421894;-1.757830,,,
l14540,207.554977;16.390709;0.991372,,,
l14541,205.425308;-3.484061;-0.453357,,,
l14542,212.111938;16.769226;1.556269,,,
l14543,213.127609;16.810326;1.678337,,,
l14545,209.364075;16.426243;1.892236,,,
l14546,194.768372;-3.483414;0.026865,,,
l14548,209.389709;16.114712;2.551382,,,
l14549,210.795822;16.189739;2.780176,,,
l14550,208.881424;-3.873772;1.262730,,,
l14553,211.452713;16.453747;3.659847,,,
l14554,206.066132;-3.281048;1.908035,,,
l14556,211.502594;15.791244;5.078740,,,
l14558,200.911987;11.909955;5.256674,,,
l14559,205.403458;-2.041517;4.654645,,,
l14561,207.733246;11.168424;6.853269,,,
l14567,208.625870;9.664853;7.603714,,,
l14568,210.045258;11.026567;7.617247,,,
l14573,208.911179;5.368234;7.793651,,,
l14643,204.580856;-5.274622;-3.084347,,,
l14647,210.353912;17.381927;-0.309901,,,
l14648,214.765549;18.471157;0.035722,,,
l14649,215.595688;18.593279;0.092931,,,
l14650,200.682510;16.889891;-0.412560,,,
l14652,201.860413;-2.853264;-1.453866,,,
l14654,212.654434;17.050116;1.144226,,,
l14655,218.027649;18.394928;1.807115,,,
l14656,214.511032;16.853605;2.017344,,,
l14657,207.514267;-3.233549;0.215385,,,
l14658,208.453171;-3.281927;0.366708,,,
l14659,199.569763;15.171831;1.873253,,,
l14660,211.897903;16.468376;2.339951,,,
l14661,211.947922;16.544788;3.033982,,,
l14663,212.963531;16.585810;3.196184,,,
l14667,209.303909;-3.235889;2.175212,,,
l14668,208.876022;-2.972851;2.641578,,,
l14671,206.840546;-1.915695;4.240375,,,
l14672,203.013840;12.140051;5.317504,,,
x0,,0.000000;-0.000000;-0.000000;0.000000;-0.000000;-0.000000;0.300000;0.000000;0.000000;-0.000000;-0.000000;0.000000;0.000000;0.300000;0.000000;0.000000;-0.000000;0.000000;0.000000;0.000000;0.001000;-0.000000;-0.000000;-0.000000;-0.000000;0.000000;-0.000000;0.001000;0.000000;0.000000;-0.000000;-0.000000;-0.000000;0.000000;0.001000;0.000000;0.000000;0.000000;-0.000000;0.000000;0.000000;0.001000,,
x1,,0.076092;0.060872;-0.000000;0.000000;-0.000000;0.004514;0.400004;-0.000005;0.000000;-0.000000;-0.000000;-0.000061;-0.000005;0.400006;0.000000;0.000000;-0.000000;0.000076;0.000000;0.000000;0.501009;0.000061;-0.000076;-0.000000;-0.000000;0.000000;0.000061;0.002000;0.000000;0.000000;-0.000000;-0.000000;-0.000076;0.000000;0.002000;0.000000;-0.000061;0.000076;-0.000000;0.000000;0.000000;0.001010,,
x2,,3.599816;0.704104;0.076484;0.005933;0.004050;0.030899;0.500372;-0.002170;-0.001049;-0.000002;0.000178;-0.000599;-0.002170;0.513243;0.000582;-0.000161;-0.000021;0.003655;-0.001049;0.000582;1.027275;0.001128;-0.007161;0.000023;-0.000002;-0.000161;0.001128;0.003000;0.000000;0.000004;0.000178;-0.000021;-0.007161;0.000000;0.003000;-0.000006;-0.000599;0.003655;0.000023;0.000004;-0.000006;0.001020,,
x3,,7.047572;0.414941;-0.392999;0.004098;-0.013119;0.026188;0.600923;-0.001607;0.016771;-0.000004;-0.001483;-0.000225;-0.001607;0.650913;-0.000132;0.001335;-0.000022;0.007142;0.016771;-0.000132;1.611193;0.000017;-0.017455;0.000026;-0.000004;0.001335;0.000017;0.004000;-0.000000;-0.000030;-0.001483;-0.000022;-0.017455;-0.000000;0.004000;-0.000002;-0.000225;0.007142;0.000026;-0.000030;-0.000002;0.001030,,
x4,,10.213593;0.450021;-0.249099;0.001910;-0.000151;0.010140;0.700448;-0.003540;0.003387;-0.000001;-0.000683;-0.000346;-0.003540;0.806200;-0.002279;0.000696;0.000014;0.010414;0.003387;-0.002279;2.262186;0.000313;-0.030135;-0.000013;-0.000001;0.000696;0.000313;0.005000;-0.000000;0.000008;-0.000683;0.000014;-0.030135;-0.000000;0.005000;0.000004;-0.000346;0.010414;-0.000013;0.000008;0.000004;0.001040,,
x5,,13.617828;0.376754;-0.190702;0.004924;0.002711;0.002693;0.800379;-0.004619;-0.002195;-0.000000;-0.000259;-0.000337;-0.004619;0.989009;0.002452;0.000394;-0.000071;0.013953;-0.002195;0.002452;3.025212;0.000125;-0.047153;0.000071;-0.000000;0.000394;0.000125;0.006000;0.000000;0.000020;-0.000259;-0.000071;-0.047153;0.000000;0.006000;-0.000007;-0.000337;0.013953;0.000071;0.000020;-0.000007;0.001050,,
x6,,16.965517;0.490076;-0.313168;-0.003782;-0.000520;-0.006684;0.900833;-0.010416;0.014748;-0.000002;-0.001156;-0.000618;-0.010416;1.194356;-0.016850;0.001189;0.000338;0.017465;0.014748;-0.016850;3.908147;0.001388;-0.067227;-0.000337;-0.000002;0.001189;0.001388;0.007000;-0.000000;0.000003;-0.001156;0.000338;-0.067227;-0.000000;0.007000;0.000036;-0.000618;0.017465;-0.000337;0.000003;0.000036;0.001060,,
x7,,21.826168;0.186888;-0.207611;0.031362;0.010261;0.011378;1.000548;0.000734;-0.031524;0.000025;0.000664;0.000065;0.000734;1.491835;0.095882;0.000176;-0.002252;0.022688;-0.031524;0.095882;5.224366;-0.002345;-0.101177;0.002227;0.000025;0.000176;-0.002345;0.007999;0.000002;0.000068;0.000664;-0.002252;-0.101177;0.000002;0.007995;-0.000173;0.000065;0.022688;0.002227;0.000068;-0.000173;0.001076,,
x8,,25.529564;0.082150;-0.580743;0.034192;0.001515;0.013400;1.101634;0.008823;0.054023;0.000006;-0.003145;0.000386;0.008823;1.776555;0.125883;0.003284;-0.003187;0.026687;0.054023;0.125883;6.583699;-0.003895;-0.130755;0.003181;0.000006;0.003284;-0.003895;0.009000;0.000000;0.000007;-0.003145;-0.003187;-0.130755;0.000000;0.008994;-0.000193;0.000386;0.026687;0.003181;0.000007;-0.000193;0.001086,,
x9,,29.626417;0.272716;-0.713078;0.020170;-0.000262;0.005390;1.202854;-0.001501;0.100794;0.000001;-0.004607;-0.000035;-0.001501;2.111440;0.074832;0.004603;-0.002062;0.031049;0.100794;0.074832;8.308800;-0.001311;-0.167714;0.002061;0.000001;0.004603;-0.001311;0.010000;0.000000;-0.000008;-0.004607;-0.002062;-0.167714;0.000000;0.009998;-0.000082;-0.000035;0.031049;0.002061;-0.000008;-0.000082;0.001093,,
x10,,32.825813;0.202453;-0.774725;0.024087;0.001549;0.012361;1.303060;0.009617;0.112276;0.000006;-0.004846;0.000321;0.009617;2.422581;0.115517;0.005089;-0.002970;0.034573;0.112276;0.115517;9.984117;-0.003608;-0.199666;0.002964;0.000006;0.005089;-0.003608;0.011000;0.000000;0.000009;-0.004846;-0.002970;-0.199666;0.000000;0.010997;-0.000117;0.000321;0.034573;0.002964;0.000009;-0.000117;0.001103,,
x11,,36.288480;0.353417;-0.972764;0.026206;-0.002503;0.005029;1.406931;-0.001462;0.217229;-0.000000;-0.007962;-0.000017;-0.001462;2.778472;0.157593;0.007454;-0.003797;0.038382;0.217229;0.157593;11.996713;-0.000754;-0.237730;0.003797;-0.000000;0.007454;-0.000754;0.012000;-0.000000;-0.000032;-0.007962;-0.003797;-0.237730;-0.000000;0.011996;-0.000138;-0.000017;0.038382;0.003797;-0.000032;-0.000138;0.001114,,
x12,,39.988931;0.251257;-0.950171;0.035168;0.000793;0.012551;1.505277;0.017090;0.200081;0.000004;-0.006823;0.000477;0.017090;3.181561;0.282339;0.006919;-0.006452;0.042624;0.200081;0.282339;14.417820;-0.004372;-0.282021;0.006448;0.000004;0.006919;-0.004372;0.013000;0.000000;0.000005;-0.006823;-0.006452;-0.282021;0.000000;0.012993;-0.000235;0.000477;0.042624;0.006448;0.000005;-0.000235;0.001127,,
x13,,43.775415;0.337609;-0.881369;0.030352;0.005887;0.007715;1.602625;0.004081;0.125666;0.000013;-0.004233;0.000122;0.004081;3.616852;0.272514;0.005841;-0.005973;0.046859;0.125666;0.272514;17.244521;-0.002184;-0.331332;0.005960;0.000013;0.005841;-0.002184;0.013999;0.000001;0.000065;-0.004233;-0.005973;-0.331332;0.000001;0.013995;-0.000178;0.000122;0.046859;0.005960;0.000065;-0.000178;0.001136,,
x14,,47.345747;0.172888;-0.982981;0.036748;0.009017;0.021427;1.703264;0.046663;0.110059;0.000081;-0.004046;0.001052;0.046663;4.070586;0.413600;0.006783;-0.008718;0.051029;0.110059;0.413600;20.286009;-0.010168;-0.381106;0.008636;0.000081;0.006783;-0.010168;0.014999;0.000003;0.000108;-0.004046;-0.008718;-0.381106;0.000003;0.014992;-0.000260;0.001052;0.051029;0.008636;0.000108;-0.000260;0.001149,,
x15,,51.036557;0.337056;-0.988268;0.028545;0.011293;0.012093;1.801948;0.018093;0.067203;0.000050;-0.002719;0.000386;0.018093;4.556863;0.330166;0.006833;-0.006552;0.055159;0.067203;0.330166;23.810955;-0.004742;-0.436679;0.006502;0.000050;0.006833;-0.004742;0.015998;0.000002;0.000137;-0.002719;-0.006552;-0.436679;0.000002;0.015996;-0.000147;0.000386;0.055159;0.006502;0.000137;-0.000147;0.001156,,
x16,,54.516425;0.274998;-1.257683;0.037774;0.001306;0.018939;1.910842;0.057762;0.438387;0.000009;-0.011226;0.001141;0.057762;5.067240;0.575241;0.011379;-0.011056;0.059267;0.438387;0.575241;27.532005;-0.010065;-0.492059;0.011047;0.000009;0.011379;-0.010065;0.017000;0.000000;-0.000009;-0.011226;-0.011056;-0.492059;0.000000;0.016992;-0.000283;0.001141;0.059267;0.011047;-0.000009;-0.000283;0.001169,,
x17,,58.164780;0.456095;-0.979634;0.030636;0.017842;0.007680;2.002435;-0.001660;-0.158377;0.000030;0.002604;-0.000012;-0.001660;5.603059;0.482956;0.005745;-0.008591;0.063496;-0.158377;0.482956;31.859772;-0.001556;-0.554324;0.008561;0.000030;0.005745;-0.001556;0.017996;0.000003;0.000249;0.002604;-0.008591;-0.554324;0.000003;0.017995;-0.000171;-0.000012;0.063496;0.008561;0.000249;-0.000171;0.001180,,
x18,,62.083456;0.262499;-1.312550;0.038070;0.006336;0.023738;2.108240;0.092831;0.381359;0.000077;-0.009062;0.001589;0.092831;6.231695;0.765913;0.011809;-0.013388;0.068208;0.381359;0.765913;36.973235;-0.015972;-0.624505;0.013310;0.000077;0.011809;-0.015972;0.018999;0.000002;0.000061;-0.009062;-0.013388;-0.624505;0.000002;0.018991;-0.000295;0.001589;0.068208;0.013310;0.000061;-0.000295;0.001190,,
x19,,65.882631;0.215002;-1.257299;0.040095;0.016281;0.032247;2.206030;0.136226;-0.043707;0.000335;-0.000465;0.002171;0.136226;6.866367;0.939398;0.009523;-0.015760;0.072864;-0.043707;0.939398;42.493293;-0.024356;-0.696416;0.015425;0.000335;0.009523;-0.024356;0.019996;0.000005;0.000242;-0.000465;-0.015760;-0.696416;0.000005;0.019990;-0.000331;0.002171;0.072864;0.015425;0.000242;-0.000331;0.001204,,
x20,,69.883254;0.606229;-1.386215;0.058947;0.020666;0.010373;2.302808;0.002861;-0.174356;0.000047;0.001246;0.000088;0.002861;7.631444;1.856477;0.012034;-0.030273;0.078683;-0.174356;1.856477;48.836006;-0.002372;-0.775959;0.030225;0.000047;0.012034;-0.002372;0.020994;0.000013;0.000314;0.001246;-0.030273;-0.775959;0.000013;0.020971;-0.000686;0.000088;0.078683;0.030225;0.000314;-0.000686;0.001235,,
x21,,73.816169;0.571358;-1.605815;0.047651;0.011820;0.027345;2.408072;0.130782;0.391092;0.000180;-0.008936;0.001895;0.130782;8.328976;1.555788;0.016368;-0.024186;0.082779;0.391092;1.555788;55.809603;-0.018723;-0.858922;0.024006;0.000180;0.016368;-0.018723;0.021998;0.000005;0.000148;-0.008936;-0.024186;-0.858922;0.000005;0.021984;-0.000461;0.001895;0.082779;0.024006;0.000148;-0.000461;0.001228,,
x22,,77.413278;0.499593;-1.806595;0.046042;0.006633;0.033653;2.521403;0.206694;0.872205;0.000130;-0.017068;0.002849;0.206694;9.037773;1.634132;0.020502;-0.024463;0.087019;0.872205;1.634132;62.777014;-0.028627;-0.937819;0.024333;0.000130;0.020502;-0.028627;0.022999;0.000003;0.000043;-0.017068;-0.024463;-0.937819;0.000003;0.022985;-0.000427;0.002849;0.087019;0.024333;0.000043;-0.000427;0.001236,,
x23,,81.581248;0.865476;-2.078467;0.070386;-0.000434;0.002049;2.649023;0.036613;1.724906;0.000051;-0.030791;0.000790;0.036613;10.033865;3.381224;0.028343;-0.049212;0.093849;1.724906;3.381224;71.353084;0.008123;-1.032050;0.049161;0.000051;0.028343;0.008123;0.023998;-0.000004;-0.000128;-0.030791;-0.049212;-1.032050;-0.000004;0.023951;-0.000960;0.000790;0.093849;0.049161;-0.000128;-0.000960;0.001281,,
x24,,84.392421;0.877814;-2.398162;0.099400;0.004266;0.021656;2.752015;0.238925;1.775488;0.000042;-0.032721;0.003628;0.238925;10.953642;5.558094;0.033674;-0.080826;0.101428;1.775488;5.558094;77.602016;-0.014688;-1.095692;0.080784;0.000042;0.033674;-0.014688;0.024999;0.000001;-0.000009;-0.032721;-0.080826;-1.095692;0.000001;0.024877;-0.001613;0.003628;0.101428;0.080784;-0.000009;-0.001613;0.001364,,
x25,,87.771774;0.596340;-2.642315;0.103103;-0.004344;0.038136;2.917196;0.513326;2.821262;-0.000241;-0.047774;0.007055;0.513326;11.799346;6.331071;0.037564;-0.090156;0.106321;2.821262;6.331071;85.711941;-0.043967;-1.178077;0.090397;-0.000241;0.037564;-0.043967;0.025997;-0.000013;-0.000201;-0.047774;-0.090156;-1.178077;-0.000013;0.025865;-0.001698;0.007055;0.106321;0.090397;-0.000201;-0.001698;0.001388,,
x26,,91.326525;1.110258;-2.319967;0.104086;0.015737;0.018617;2.913891;0.133054;0.816731;0.000087;-0.015289;0.001927;0.133054;12.687534;7.153663;0.029978;-0.097442;0.112169;0.816731;7.153663;94.975609;-0.007781;-1.271229;0.097354;0.000087;0.029978;-0.007781;0.026996;0.000021;0.000278;-0.015289;-0.097442;-1.271229;0.000021;0.026861;-0.001724;0.001927;0.112169;0.097354;0.000278;-0.001724;0.001403,,
x27,,95.903181;1.098604;-2.845955;0.091800;-0.006631;0.024960;3.154855;0.425345;3.841075;-0.000134;-0.058465;0.005465;0.425345;13.688316;6.891263;0.045073;-0.089607;0.115332;3.841075;6.891263;107.764024;-0.020956;-1.395680;0.089741;-0.000134;0.045073;-0.020956;0.027995;-0.000014;-0.000290;-0.058465;-0.089607;-1.395680;-0.000014;0.027900;-0.001410;0.005465;0.115332;0.089741;-0.000290;-0.001410;0.001375,,
x28,,98.757464;1.020907;-2.722299;0.084740;0.001189;0.033536;3.191958;0.450159;2.940244;-0.000031;-0.043490;0.005313;0.450159;14.341231;6.672256;0.039450;-0.084005;0.118337;2.940244;6.672256;116.615992;-0.036866;-1.476685;0.084035;-0.000031;0.039450;-0.036866;0.028998;-0.000002;-0.000072;-0.043490;-0.084005;-1.476685;-0.000002;0.028919;-0.001222;0.005313;0.118337;0.084035;-0.000072;-0.001222;0.001363,,
x29,,102.369871;1.242407;-3.111504;0.102461;-0.014973;0.015294;3.481848;0.525557;5.773850;-0.000035;-0.081055;0.006629;0.525557;15.659630;9.326817;0.054082;-0.114283;0.125980;5.773850;9.326817;127.714683;-0.007720;-1.576899;0.114318;-0.000035;0.054082;-0.007720;0.029988;-0.000032;-0.000539;-0.081055;-0.114283;-1.576899;-0.000032;0.029866;-0.001711;0.006629;0.125980;0.114318;-0.000539;-0.001711;0.001436,,
x30,,105.926988;1.178462;-3.214849;0.091476;-0.018001;0.029235;3.647665;0.713119;6.686693;-0.000581;-0.090038;0.008146;0.713119;16.467217;8.736984;0.055360;-0.103198;0.128396;6.686693;8.736984;139.983853;-0.034685;-1.684967;0.103779;-0.000581;0.055360;-0.034685;0.030985;-0.000030;-0.000609;-0.090038;-0.103198;-1.684967;-0.000030;0.030901;-0.001396;0.008146;0.128396;0.103779;-0.000609;-0.001396;0.001414,,
x31,,109.712361;1.558615;-2.641500;0.066811;0.006969;0.012013;3.448348;0.093478;2.457277;-0.000015;-0.030745;0.001122;0.093478;17.141565;6.288227;0.037000;-0.067350;0.130670;2.457277;6.288227;154.328785;0.008595;-1.808299;0.067365;-0.000015;0.037000;0.008595;0.031997;0.000002;0.000108;-0.030745;-0.067350;-1.808299;0.000002;0.031952;-0.000670;0.001122;0.130670;0.067365;0.000108;-0.000670;0.001361,,
x32,,113.660600;1.526057;-3.005116;0.093154;-0.004563;0.018047;3.667967;0.444880;5.098865;-0.000014;-0.063205;0.004848;0.444880;18.782729;10.758204;0.048815;-0.117214;0.140459;5.098865;10.758204;169.056451;-0.008330;-1.928990;0.117228;-0.000014;0.048815;-0.008330;0.032996;-0.000012;-0.000237;-0.063205;-0.117214;-1.928990;-0.000012;0.032895;-0.001474;0.004848;0.140459;0.117228;-0.000237;-0.001474;0.001429,,
x33,,117.622035;1.686677;-3.230969;0.069708;-0.013855;0.016739;3.926326;0.410769;7.561940;0.000020;-0.090736;0.004086;0.410769;19.586417;7.832736;0.057663;-0.078071;0.140813;7.561940;7.832736;185.692561;-0.002695;-2.063303;0.078050;0.000020;0.057663;-0.002695;0.033989;-0.000014;-0.000533;-0.090736;-0.078071;-2.063303;-0.000014;0.033947;-0.000734;0.004086;0.140813;0.078050;-0.000533;-0.000734;0.001394,,
x34,,120.709301;1.631195;-3.577772;0.086595;-0.027530;0.021196;4.374369;0.864227;11.302706;-0.000402;-0.132967;0.008666;0.864227;20.940108;11.265083;0.070157;-0.114360;0.147255;11.302706;11.265083;198.631411;-0.019022;-2.162930;0.114763;-0.000402;0.070157;-0.019022;0.034968;-0.000040;-0.000970;-0.132967;-0.114360;-2.162930;-0.000040;0.034913;-0.001282;0.008666;0.147255;0.114763;-0.000970;-0.001282;0.001459,,
x35,,124.354564;1.650491;-3.679110;0.078875;-0.032429;0.022008;4.654273;0.908146;13.278221;-0.000619;-0.151132;0.008629;0.908146;21.982094;10.602528;0.074240;-0.102485;0.150300;13.278221;10.602528;215.398163;-0.023179;-2.291015;0.103104;-0.000619;0.074240;-0.023179;0.035958;-0.000038;-0.001133;-0.151132;-0.102485;-2.291015;-0.000038;0.035931;-0.001023;0.008629;0.150300;0.103104;-0.001133;-0.001023;0.001461,,
x36,,129.286901;1.670490;-3.488506;0.091591;-0.023944;0.024655;4.523897;1.049358;11.919202;-0.000683;-0.128571;0.009728;1.049358;23.924916;14.373464;0.065308;-0.136913;0.161247;11.919202;14.373464;239.282362;-0.032726;-2.466353;0.137596;-0.000683;0.065308;-0.032726;0.036975;-0.000039;-0.000836;-0.128571;-0.136913;-2.466353;-0.000039;0.036899;-0.001462;0.009728;0.161247;0.137596;-0.000836;-0.001462;0.001486,,
x37,,132.976908;1.646895;-3.161534;0.083909;-0.011255;0.030929;4.306968;0.903659;8.494314;-0.000573;-0.085946;0.007807;0.903659;24.978480;13.605501;0.050505;-0.123582;0.165564;8.494314;13.605501;259.006135;-0.050750;-2.605845;0.124156;-0.000573;0.050505;-0.050750;0.037991;-0.000018;-0.000374;-0.085946;-0.123582;-2.605845;-0.000018;0.037920;-0.001191;0.007807;0.165564;0.124156;-0.000374;-0.001191;0.001460,,
x38,,136.013714;1.969392;-3.023630;0.071831;-0.006057;0.015504;4.306770;0.388392;7.220815;0.000034;-0.069934;0.003321;0.388392;25.796973;11.465414;0.047506;-0.096478;0.167579;7.220815;11.465414;276.092971;0.001386;-2.724735;0.096443;0.000034;0.047506;0.001386;0.038994;-0.000009;-0.000214;-0.069934;-0.096478;-2.724735;-0.000009;0.038943;-0.000750;0.003321;0.167579;0.096443;-0.000214;-0.000750;0.001444,,
x39,,139.331300;2.202138;-3.594020;0.091059;-0.028804;0.008126;5.078082;0.891372;15.799130;0.000849;-0.158813;0.007909;0.891372;27.663714;17.273760;0.075292;-0.150387;0.175332;15.799130;17.273760;293.957480;0.023992;-2.846147;0.149539;0.000849;0.075292;0.023992;0.039964;-0.000047;-0.001080;-0.158813;-0.150387;-2.846147;-0.000047;0.039900;-0.001468;0.007909;0.175332;0.149539;-0.001080;-0.001468;0.001526,,
x40,,143.607248;2.154415;-3.759108;0.067229;-0.038905;0.013623;5.647807;0.834451;20.477258;0.000287;-0.200162;0.006396;0.834451;28.606122;11.586398;0.082507;-0.088854;0.174913;20.477258;11.586398;319.828560;0.004033;-3.020556;0.088567;0.000287;0.082507;0.004033;0.040939;-0.000027;-0.001458;-0.200162;-0.088854;-3.020556;-0.000027;0.040948;-0.000552;0.006396;0.174913;0.088567;-0.001458;-0.000552;0.001513,,
x41,,147.392602;2.193922;-3.436993;0.067934;-0.025732;0.015971;5.190675;0.728243;16.198793;0.000037;-0.150863;0.005477;0.728243;30.046913;12.495323;0.067263;-0.093129;0.181956;16.198793;12.495323;344.316907;-0.001763;-3.178109;0.093092;0.000037;0.067263;-0.001763;0.041970;-0.000020;-0.000933;-0.150863;-0.093129;-3.178109;-0.000020;0.041948;-0.000581;0.005477;0.181956;0.093092;-0.000933;-0.000581;0.001492,,
x42,,150.384236;2.055622;-3.627711;0.076961;-0.036658;0.029713;5.789635;1.507369;21.250808;-0.001899;-0.195822;0.011421;1.507369;31.521551;15.887600;0.075116;-0.122816;0.187368;21.250808;15.887600;363.496765;-0.057703;-3.298910;0.124715;-0.001899;0.075116;-0.057703;0.042947;-0.000039;-0.001345;-0.195822;-0.122816;-3.298910;-0.000039;0.042934;-0.000946;0.011421;0.187368;0.124715;-0.001345;-0.000946;0.001539,,
